INTERVIEW_START_W55,ENVIR8_e_W55,EN7_W55,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_PARTYSUM_FINAL
2019-10-05 01:46:00,3.0,2.0,3.0,1.0,2.0,4.0,1.0
2019-10-04 11:58:59,2.0,2.0,2.0,1.0,3.0,2.0,1.0
2019-10-04 21:52:00,1.0,3.0,3.0,2.0,2.0,4.0,1.0
2019-10-03 20:56:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-05 12:36:59,3.0,3.0,3.0,1.0,1.0,5.0,1.0
2019-10-08 20:30:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-04 01:32:00,3.0,3.0,3.0,1.0,2.0,3.0,2.0
2019-10-06 06:28:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-04 22:17:00,1.0,4.0,4.0,2.0,1.0,5.0,1.0
2019-10-05 12:05:59,2.0,1.0,4.0,2.0,1.0,5.0,1.0
2019-10-07 16:28:59,2.0,2.0,4.0,2.0,2.0,4.0,2.0
2019-10-10 17:04:00,2.0,1.0,2.0,1.0,1.0,5.0,2.0
2019-10-06 12:31:00,3.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-03 21:40:00,3.0,3.0,2.0,1.0,2.0,3.0,1.0
2019-10-07 15:52:00,99.0,99.0,2.0,2.0,3.0,2.0,2.0
2019-10-07 17:38:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-07 17:32:00,3.0,3.0,4.0,1.0,1.0,5.0,1.0
2019-10-05 12:41:00,2.0,1.0,3.0,2.0,2.0,3.0,1.0
2019-10-04 23:54:00,2.0,1.0,3.0,1.0,2.0,3.0,2.0
2019-10-03 20:58:00,2.0,1.0,2.0,1.0,1.0,6.0,1.0
2019-10-04 19:41:00,2.0,1.0,3.0,1.0,1.0,5.0,2.0
2019-10-07 13:18:00,3.0,2.0,4.0,2.0,3.0,2.0,1.0
2019-10-06 15:43:59,2.0,2.0,2.0,2.0,1.0,6.0,2.0
2019-10-04 18:04:00,2.0,2.0,4.0,2.0,1.0,6.0,2.0
2019-10-05 01:27:00,1.0,4.0,4.0,2.0,2.0,3.0,1.0
2019-10-09 18:04:59,2.0,1.0,2.0,2.0,2.0,4.0,1.0
2019-10-07 15:38:00,2.0,1.0,1.0,1.0,1.0,5.0,2.0
2019-10-02 13:23:00,2.0,2.0,4.0,2.0,1.0,5.0,1.0
2019-10-04 17:27:59,1.0,4.0,3.0,1.0,1.0,5.0,1.0
2019-10-08 18:49:00,2.0,1.0,4.0,2.0,2.0,3.0,2.0
2019-10-05 13:55:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-04 16:30:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-07 18:26:59,1.0,3.0,4.0,2.0,3.0,2.0,1.0
2019-10-05 15:53:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-04 20:29:00,3.0,3.0,4.0,2.0,2.0,3.0,1.0
2019-10-04 20:27:00,2.0,2.0,4.0,2.0,3.0,2.0,2.0
2019-10-05 12:39:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-07 21:12:00,2.0,1.0,2.0,2.0,1.0,6.0,2.0
2019-10-05 01:16:00,3.0,3.0,4.0,2.0,2.0,3.0,1.0
2019-10-05 05:48:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-03 21:45:00,2.0,1.0,4.0,1.0,3.0,2.0,2.0
2019-10-06 20:15:00,1.0,4.0,3.0,1.0,1.0,5.0,1.0
2019-10-04 21:34:00,3.0,4.0,4.0,1.0,1.0,6.0,1.0
2019-10-05 19:32:00,2.0,1.0,4.0,1.0,2.0,3.0,2.0
2019-10-04 14:45:00,2.0,2.0,1.0,1.0,1.0,6.0,2.0
2019-10-03 20:55:00,2.0,1.0,2.0,1.0,1.0,6.0,2.0
2019-10-04 23:41:59,2.0,1.0,4.0,2.0,2.0,3.0,2.0
2019-10-04 20:56:00,2.0,1.0,4.0,2.0,3.0,1.0,2.0
2019-10-05 23:57:00,2.0,2.0,3.0,2.0,1.0,5.0,1.0
2019-10-05 22:23:00,3.0,2.0,1.0,2.0,1.0,5.0,1.0
2019-10-06 15:07:00,1.0,3.0,4.0,2.0,1.0,5.0,1.0
2019-10-07 16:33:00,3.0,2.0,4.0,2.0,1.0,5.0,1.0
2019-10-09 19:49:00,2.0,1.0,2.0,1.0,2.0,3.0,2.0
2019-10-06 05:05:00,3.0,3.0,3.0,2.0,3.0,1.0,2.0
2019-10-05 00:02:00,3.0,2.0,4.0,1.0,1.0,6.0,1.0
2019-10-06 18:30:00,1.0,3.0,3.0,1.0,2.0,3.0,1.0
2019-10-04 22:35:59,2.0,1.0,2.0,1.0,1.0,5.0,2.0
2019-10-08 21:46:00,2.0,1.0,2.0,2.0,2.0,3.0,2.0
2019-10-04 23:15:00,2.0,1.0,3.0,1.0,3.0,2.0,2.0
2019-10-08 12:10:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-05 00:21:59,2.0,1.0,4.0,1.0,1.0,5.0,2.0
2019-10-05 02:43:00,2.0,2.0,2.0,1.0,2.0,3.0,2.0
2019-10-07 15:49:00,1.0,1.0,3.0,1.0,1.0,6.0,1.0
2019-10-03 20:55:00,2.0,1.0,3.0,2.0,2.0,3.0,2.0
2019-10-05 00:41:00,99.0,4.0,3.0,2.0,2.0,4.0,9.0
2019-10-03 21:40:00,2.0,1.0,3.0,1.0,2.0,3.0,1.0
2019-10-08 16:37:00,2.0,2.0,4.0,2.0,2.0,3.0,1.0
2019-10-05 00:35:59,2.0,1.0,2.0,2.0,3.0,1.0,1.0
2019-10-04 03:21:00,3.0,3.0,4.0,1.0,3.0,2.0,1.0
2019-10-06 10:09:00,2.0,1.0,2.0,2.0,3.0,2.0,2.0
2019-10-04 16:26:00,2.0,1.0,3.0,1.0,1.0,5.0,2.0
2019-10-06 19:04:00,1.0,4.0,4.0,1.0,1.0,6.0,1.0
2019-10-06 04:49:00,2.0,1.0,2.0,2.0,3.0,2.0,2.0
2019-10-05 01:18:00,1.0,4.0,2.0,1.0,2.0,4.0,2.0
2019-10-06 21:15:00,3.0,3.0,3.0,2.0,1.0,5.0,1.0
2019-10-04 21:53:00,2.0,1.0,4.0,2.0,1.0,6.0,2.0
2019-10-06 13:59:00,3.0,2.0,2.0,1.0,1.0,5.0,1.0
2019-10-04 02:27:00,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-05 00:49:00,2.0,3.0,4.0,1.0,1.0,6.0,1.0
2019-10-08 15:35:59,1.0,3.0,4.0,1.0,1.0,5.0,1.0
2019-10-04 17:46:00,2.0,1.0,4.0,2.0,1.0,6.0,2.0
2019-10-01 23:34:59,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-03 21:35:00,1.0,99.0,4.0,1.0,3.0,2.0,1.0
2019-10-05 06:05:59,3.0,1.0,4.0,1.0,1.0,5.0,1.0
2019-10-07 20:40:00,2.0,3.0,2.0,2.0,3.0,2.0,2.0
2019-10-06 04:48:00,3.0,3.0,3.0,1.0,2.0,4.0,1.0
2019-10-03 23:04:00,2.0,1.0,3.0,2.0,2.0,3.0,2.0
2019-10-07 23:49:00,2.0,1.0,3.0,1.0,1.0,5.0,2.0
2019-10-05 04:59:00,3.0,3.0,3.0,1.0,1.0,5.0,1.0
2019-10-05 22:28:59,2.0,2.0,3.0,2.0,1.0,6.0,2.0
2019-10-04 05:38:00,2.0,2.0,4.0,1.0,2.0,3.0,2.0
2019-10-05 18:29:00,3.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-05 00:07:00,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-07 16:18:00,3.0,2.0,2.0,2.0,2.0,4.0,1.0
2019-10-02 01:58:00,3.0,3.0,2.0,2.0,2.0,4.0,1.0
2019-10-04 18:30:00,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-05 20:02:00,3.0,3.0,4.0,1.0,1.0,6.0,1.0
2019-10-05 21:11:00,2.0,1.0,4.0,1.0,3.0,2.0,2.0
2019-10-04 16:19:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-04 01:10:00,2.0,1.0,4.0,1.0,1.0,5.0,2.0
2019-10-04 22:41:00,1.0,4.0,4.0,1.0,2.0,3.0,1.0
2019-10-05 14:00:00,3.0,1.0,3.0,1.0,3.0,2.0,1.0
2019-10-06 21:48:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-05 22:21:59,3.0,3.0,4.0,2.0,2.0,4.0,1.0
2019-10-05 17:48:00,2.0,1.0,2.0,2.0,3.0,1.0,1.0
2019-10-05 03:12:00,2.0,1.0,4.0,1.0,2.0,4.0,2.0
2019-10-03 20:56:00,99.0,3.0,4.0,2.0,3.0,2.0,1.0
2019-10-05 15:12:00,1.0,2.0,4.0,1.0,1.0,6.0,1.0
2019-10-05 19:15:00,3.0,4.0,3.0,2.0,3.0,2.0,1.0
2019-10-03 21:01:00,2.0,1.0,4.0,1.0,1.0,5.0,1.0
2019-10-07 21:12:00,2.0,2.0,4.0,2.0,2.0,3.0,1.0
2019-10-03 20:55:00,3.0,2.0,4.0,1.0,1.0,6.0,1.0
2019-10-08 17:18:00,2.0,1.0,3.0,1.0,1.0,5.0,1.0
2019-10-05 12:31:00,3.0,2.0,4.0,2.0,3.0,2.0,1.0
2019-10-04 23:01:00,2.0,1.0,4.0,2.0,2.0,3.0,2.0
2019-10-06 05:01:00,3.0,3.0,2.0,2.0,2.0,3.0,1.0
2019-10-07 18:49:00,3.0,2.0,2.0,1.0,2.0,4.0,1.0
2019-10-07 14:49:00,3.0,2.0,4.0,2.0,2.0,3.0,1.0
2019-10-05 15:32:00,3.0,3.0,4.0,1.0,3.0,1.0,1.0
2019-10-05 16:39:00,3.0,1.0,4.0,2.0,3.0,2.0,1.0
2019-10-05 05:27:00,2.0,2.0,4.0,2.0,1.0,6.0,2.0
2019-10-08 00:57:00,1.0,2.0,4.0,1.0,3.0,2.0,1.0
2019-10-09 19:19:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-05 08:54:00,2.0,2.0,2.0,1.0,3.0,2.0,1.0
2019-10-04 21:35:59,3.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-04 21:49:59,2.0,1.0,3.0,1.0,1.0,5.0,2.0
2019-10-04 23:56:00,1.0,3.0,3.0,2.0,1.0,5.0,1.0
2019-10-04 21:52:00,2.0,1.0,4.0,2.0,2.0,3.0,2.0
2019-10-03 22:04:59,2.0,2.0,3.0,1.0,3.0,2.0,1.0
2019-10-05 04:06:59,1.0,4.0,4.0,2.0,1.0,5.0,1.0
2019-10-05 18:03:00,1.0,4.0,4.0,1.0,3.0,2.0,1.0
2019-10-11 15:35:59,2.0,1.0,3.0,1.0,2.0,3.0,2.0
2019-10-05 09:57:00,2.0,1.0,2.0,1.0,1.0,6.0,1.0
2019-10-11 17:22:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-07 09:43:00,2.0,2.0,3.0,1.0,1.0,5.0,1.0
2019-10-05 20:19:59,2.0,1.0,1.0,1.0,2.0,4.0,2.0
2019-10-03 22:03:00,1.0,3.0,3.0,1.0,1.0,5.0,1.0
2019-10-04 21:26:59,3.0,2.0,4.0,2.0,1.0,6.0,1.0
2019-10-04 00:29:00,2.0,1.0,2.0,1.0,1.0,5.0,2.0
2019-10-03 22:30:00,2.0,1.0,4.0,2.0,3.0,1.0,2.0
2019-10-05 00:31:00,2.0,2.0,4.0,2.0,1.0,5.0,2.0
2019-10-05 17:11:00,3.0,2.0,4.0,1.0,1.0,5.0,1.0
2019-10-03 21:57:59,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-07 18:30:00,2.0,1.0,2.0,1.0,1.0,5.0,2.0
2019-10-04 21:01:00,2.0,4.0,3.0,2.0,3.0,1.0,2.0
2019-10-02 07:31:00,2.0,1.0,4.0,2.0,3.0,1.0,2.0
2019-10-06 18:32:00,2.0,2.0,4.0,2.0,1.0,5.0,1.0
2019-10-11 18:53:00,2.0,2.0,4.0,2.0,1.0,5.0,1.0
2019-10-09 00:42:00,2.0,2.0,2.0,2.0,1.0,5.0,1.0
2019-10-05 00:04:59,2.0,2.0,4.0,2.0,2.0,3.0,2.0
2019-10-04 23:43:00,2.0,1.0,4.0,1.0,1.0,5.0,2.0
2019-10-04 22:28:59,2.0,1.0,4.0,2.0,1.0,6.0,2.0
2019-10-06 22:49:59,3.0,3.0,4.0,2.0,1.0,5.0,1.0
2019-10-04 21:48:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-05 00:26:59,1.0,3.0,99.0,2.0,3.0,2.0,1.0
2019-10-07 15:52:00,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-08 00:17:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-04 21:31:00,3.0,3.0,4.0,2.0,2.0,3.0,1.0
2019-10-03 21:48:00,3.0,2.0,4.0,1.0,1.0,6.0,1.0
2019-10-05 00:48:00,3.0,2.0,4.0,1.0,1.0,5.0,2.0
2019-10-03 20:56:00,2.0,1.0,4.0,2.0,2.0,3.0,2.0
2019-10-05 13:27:00,3.0,2.0,3.0,2.0,3.0,2.0,2.0
2019-10-05 21:11:00,1.0,3.0,2.0,1.0,1.0,5.0,1.0
2019-10-05 05:41:00,2.0,1.0,3.0,2.0,2.0,3.0,2.0
2019-10-07 00:49:00,1.0,3.0,3.0,2.0,3.0,2.0,1.0
2019-10-03 23:50:00,3.0,2.0,4.0,2.0,1.0,6.0,1.0
2019-10-05 02:08:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-05 14:24:00,2.0,2.0,4.0,2.0,3.0,1.0,1.0
2019-10-05 02:04:00,2.0,1.0,4.0,1.0,1.0,5.0,1.0
2019-10-07 15:56:00,3.0,3.0,3.0,1.0,3.0,2.0,1.0
2019-10-04 21:00:00,2.0,1.0,4.0,1.0,2.0,3.0,2.0
2019-10-04 23:00:00,3.0,3.0,3.0,2.0,1.0,5.0,1.0
2019-10-06 14:41:00,1.0,3.0,4.0,1.0,1.0,5.0,1.0
2019-10-08 00:00:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-05 18:40:00,2.0,2.0,3.0,2.0,3.0,2.0,1.0
2019-10-07 00:30:00,3.0,2.0,4.0,2.0,3.0,2.0,1.0
2019-10-07 17:11:00,2.0,1.0,99.0,2.0,1.0,6.0,1.0
2019-10-05 02:15:00,1.0,4.0,4.0,1.0,2.0,3.0,1.0
2019-10-04 21:39:00,2.0,1.0,4.0,1.0,1.0,5.0,2.0
2019-10-07 18:08:00,2.0,1.0,2.0,2.0,2.0,4.0,2.0
2019-10-04 21:03:00,2.0,1.0,3.0,1.0,2.0,3.0,2.0
2019-10-06 01:00:00,2.0,2.0,4.0,2.0,3.0,2.0,2.0
2019-10-05 17:06:59,2.0,3.0,3.0,2.0,3.0,1.0,2.0
2019-10-04 21:39:00,1.0,3.0,4.0,2.0,2.0,3.0,1.0
2019-10-06 00:46:00,3.0,4.0,4.0,1.0,3.0,1.0,1.0
2019-10-04 01:42:00,3.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-08 23:13:59,2.0,1.0,3.0,2.0,2.0,4.0,9.0
2019-10-08 23:45:00,3.0,3.0,3.0,1.0,3.0,2.0,1.0
2019-10-05 18:15:00,3.0,1.0,3.0,2.0,2.0,3.0,2.0
2019-10-07 01:03:00,2.0,2.0,3.0,2.0,3.0,2.0,1.0
2019-10-04 21:42:00,3.0,3.0,4.0,2.0,3.0,2.0,1.0
2019-10-07 20:57:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-05 20:16:00,3.0,3.0,3.0,1.0,3.0,2.0,1.0
2019-10-04 15:49:59,2.0,1.0,2.0,2.0,1.0,6.0,2.0
2019-10-05 23:05:00,2.0,2.0,4.0,1.0,2.0,3.0,2.0
2019-10-08 17:32:00,3.0,3.0,3.0,2.0,3.0,2.0,1.0
2019-10-05 14:27:00,2.0,2.0,3.0,2.0,3.0,2.0,2.0
2019-10-03 21:03:00,1.0,4.0,3.0,2.0,3.0,2.0,1.0
2019-10-05 11:34:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-06 14:10:00,2.0,2.0,4.0,2.0,2.0,4.0,2.0
2019-10-08 16:51:59,3.0,3.0,3.0,2.0,2.0,3.0,1.0
2019-10-05 03:43:59,2.0,1.0,4.0,1.0,1.0,5.0,2.0
2019-10-05 17:56:00,2.0,1.0,3.0,2.0,1.0,6.0,2.0
2019-10-06 22:46:00,2.0,2.0,3.0,2.0,1.0,6.0,2.0
2019-10-09 15:45:00,2.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-03 20:55:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-03 21:46:00,2.0,2.0,3.0,1.0,2.0,4.0,1.0
2019-10-09 15:35:00,2.0,1.0,3.0,2.0,1.0,6.0,2.0
2019-10-03 23:49:00,2.0,1.0,3.0,1.0,3.0,1.0,2.0
2019-10-06 00:21:00,2.0,1.0,3.0,1.0,2.0,3.0,2.0
2019-10-05 21:48:00,2.0,2.0,3.0,2.0,3.0,2.0,2.0
2019-10-11 16:19:00,2.0,1.0,2.0,2.0,2.0,4.0,2.0
2019-10-10 16:23:00,2.0,1.0,2.0,1.0,3.0,2.0,2.0
2019-10-05 17:41:59,3.0,2.0,3.0,1.0,2.0,3.0,1.0
2019-10-05 21:05:59,2.0,2.0,2.0,2.0,1.0,5.0,2.0
2019-10-03 22:37:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-05 01:11:59,2.0,2.0,4.0,2.0,1.0,5.0,1.0
2019-10-05 12:21:00,2.0,2.0,2.0,1.0,1.0,6.0,2.0
2019-10-07 03:26:59,2.0,1.0,1.0,2.0,2.0,3.0,2.0
2019-10-04 18:57:59,1.0,4.0,4.0,1.0,3.0,2.0,1.0
2019-10-06 21:57:59,2.0,1.0,2.0,1.0,2.0,3.0,2.0
2019-10-06 00:19:59,1.0,3.0,2.0,2.0,1.0,5.0,1.0
2019-10-03 21:26:59,3.0,3.0,4.0,1.0,3.0,2.0,1.0
2019-10-04 01:46:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-05 02:19:59,2.0,1.0,4.0,1.0,3.0,2.0,2.0
2019-10-08 04:04:00,3.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-04 01:41:00,2.0,1.0,2.0,2.0,1.0,5.0,2.0
2019-10-07 02:01:00,2.0,1.0,3.0,1.0,1.0,5.0,2.0
2019-10-05 01:26:00,1.0,4.0,1.0,1.0,2.0,4.0,1.0
2019-10-04 21:59:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-04 21:55:00,1.0,3.0,4.0,1.0,1.0,5.0,1.0
2019-10-04 10:56:00,3.0,2.0,2.0,2.0,2.0,3.0,2.0
2019-10-05 01:40:00,2.0,1.0,3.0,1.0,2.0,4.0,2.0
2019-10-08 00:21:59,2.0,1.0,2.0,1.0,1.0,6.0,2.0
2019-10-07 15:40:00,2.0,1.0,1.0,2.0,1.0,6.0,1.0
2019-10-08 21:32:00,2.0,1.0,2.0,2.0,3.0,2.0,2.0
2019-10-08 14:01:00,2.0,1.0,1.0,2.0,1.0,5.0,2.0
2019-10-11 15:23:00,2.0,99.0,2.0,2.0,2.0,3.0,2.0
2019-10-04 01:14:00,2.0,1.0,2.0,1.0,3.0,2.0,1.0
2019-10-05 18:03:00,3.0,2.0,3.0,1.0,1.0,5.0,1.0
2019-10-05 10:49:00,3.0,1.0,2.0,2.0,2.0,3.0,1.0
2019-10-03 20:58:00,3.0,3.0,3.0,1.0,3.0,2.0,1.0
2019-10-10 21:43:59,3.0,2.0,3.0,2.0,2.0,3.0,1.0
2019-10-04 22:15:00,2.0,1.0,1.0,2.0,1.0,5.0,2.0
2019-10-05 01:31:00,3.0,2.0,3.0,1.0,2.0,4.0,1.0
2019-10-07 19:13:00,2.0,1.0,3.0,1.0,1.0,5.0,2.0
2019-10-13 08:00:00,2.0,1.0,3.0,2.0,2.0,3.0,2.0
2019-10-13 14:26:00,1.0,3.0,1.0,1.0,2.0,4.0,1.0
2019-10-08 06:47:00,1.0,4.0,1.0,2.0,2.0,3.0,2.0
2019-10-09 17:34:00,2.0,2.0,3.0,1.0,2.0,3.0,2.0
2019-10-06 15:09:00,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-05 17:58:00,1.0,4.0,3.0,1.0,1.0,5.0,1.0
2019-10-03 22:45:00,2.0,1.0,1.0,2.0,1.0,5.0,2.0
2019-10-03 20:55:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-07 11:58:59,99.0,4.0,3.0,2.0,3.0,2.0,1.0
2019-10-03 21:16:00,3.0,1.0,4.0,1.0,2.0,4.0,2.0
2019-10-06 15:54:00,2.0,1.0,3.0,1.0,1.0,6.0,2.0
2019-10-04 19:23:00,2.0,1.0,2.0,2.0,2.0,4.0,2.0
2019-10-06 04:34:00,3.0,2.0,2.0,1.0,1.0,5.0,1.0
2019-10-08 02:58:00,2.0,1.0,2.0,1.0,1.0,5.0,2.0
2019-10-05 01:58:00,2.0,2.0,2.0,2.0,2.0,3.0,2.0
2019-10-05 17:44:00,2.0,1.0,2.0,1.0,1.0,6.0,2.0
2019-10-13 13:20:59,2.0,1.0,1.0,2.0,2.0,3.0,2.0
2019-10-12 15:25:00,1.0,4.0,3.0,1.0,2.0,4.0,1.0
2019-10-04 08:19:59,1.0,1.0,3.0,2.0,2.0,3.0,2.0
2019-10-11 06:34:00,2.0,1.0,4.0,1.0,2.0,3.0,9.0
2019-10-04 23:58:59,1.0,3.0,2.0,2.0,2.0,4.0,9.0
2019-10-03 22:49:59,2.0,2.0,2.0,1.0,1.0,6.0,1.0
2019-10-05 18:47:00,3.0,2.0,2.0,1.0,1.0,5.0,1.0
2019-10-12 16:15:00,1.0,2.0,4.0,1.0,2.0,3.0,1.0
2019-10-04 17:00:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-08 02:33:00,1.0,4.0,4.0,2.0,2.0,3.0,1.0
2019-10-06 07:49:59,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-03 21:19:00,2.0,2.0,3.0,2.0,2.0,4.0,2.0
2019-10-04 22:21:59,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-06 15:57:00,2.0,2.0,4.0,2.0,3.0,2.0,2.0
2019-10-07 18:23:00,3.0,2.0,4.0,2.0,2.0,4.0,1.0
2019-10-04 21:23:00,2.0,2.0,3.0,1.0,2.0,3.0,2.0
2019-10-04 20:08:00,2.0,1.0,3.0,1.0,2.0,4.0,2.0
2019-10-03 06:59:00,2.0,1.0,1.0,1.0,2.0,3.0,2.0
2019-10-05 18:43:00,2.0,1.0,2.0,2.0,3.0,2.0,2.0
2019-10-08 17:56:00,2.0,2.0,4.0,2.0,2.0,3.0,9.0
2019-10-06 14:27:59,3.0,3.0,3.0,1.0,3.0,1.0,1.0
2019-10-04 00:08:00,2.0,1.0,3.0,2.0,1.0,5.0,2.0
2019-10-07 18:00:00,2.0,1.0,3.0,1.0,3.0,2.0,2.0
2019-10-05 18:04:59,2.0,1.0,2.0,1.0,1.0,6.0,2.0
2019-10-06 11:49:00,2.0,1.0,1.0,1.0,1.0,6.0,2.0
2019-10-04 21:30:00,1.0,3.0,4.0,1.0,2.0,4.0,1.0
2019-10-05 02:15:00,3.0,3.0,4.0,2.0,99.0,99.0,1.0
2019-10-04 21:45:00,2.0,2.0,3.0,1.0,1.0,5.0,2.0
2019-10-03 22:11:00,2.0,1.0,4.0,2.0,2.0,4.0,1.0
2019-10-04 22:00:00,3.0,4.0,2.0,2.0,3.0,2.0,1.0
2019-10-05 02:11:00,2.0,2.0,4.0,1.0,3.0,2.0,2.0
2019-10-09 15:49:00,2.0,1.0,2.0,1.0,1.0,6.0,2.0
2019-10-05 20:27:00,1.0,4.0,2.0,1.0,1.0,5.0,1.0
2019-10-03 22:40:00,3.0,2.0,4.0,2.0,1.0,5.0,1.0
2019-10-11 18:21:00,2.0,2.0,3.0,1.0,3.0,2.0,2.0
2019-10-04 21:48:00,1.0,3.0,2.0,1.0,2.0,3.0,1.0
2019-10-05 19:15:00,2.0,2.0,3.0,1.0,2.0,3.0,2.0
2019-10-03 21:10:00,2.0,1.0,2.0,1.0,3.0,2.0,1.0
2019-10-09 17:29:00,3.0,3.0,4.0,1.0,1.0,5.0,1.0
2019-10-04 13:01:00,2.0,1.0,1.0,1.0,1.0,5.0,1.0
2019-10-03 23:48:00,2.0,2.0,4.0,2.0,3.0,2.0,2.0
2019-10-05 12:04:00,2.0,1.0,4.0,1.0,1.0,6.0,2.0
2019-10-07 10:49:00,2.0,1.0,2.0,2.0,1.0,6.0,2.0
2019-10-07 00:35:00,2.0,1.0,3.0,1.0,3.0,2.0,1.0
2019-10-04 21:01:00,2.0,1.0,2.0,1.0,1.0,6.0,2.0
2019-10-03 23:29:00,1.0,3.0,4.0,1.0,2.0,3.0,1.0
2019-10-04 22:09:00,2.0,1.0,4.0,2.0,1.0,5.0,2.0
2019-10-07 11:15:00,3.0,3.0,2.0,1.0,3.0,2.0,1.0
2019-10-05 01:56:00,1.0,4.0,4.0,2.0,1.0,6.0,1.0
2019-10-08 18:30:00,3.0,3.0,3.0,1.0,3.0,2.0,2.0
2019-10-10 15:18:00,2.0,3.0,2.0,1.0,2.0,3.0,1.0
2019-10-04 20:33:00,2.0,1.0,1.0,2.0,2.0,4.0,2.0
2019-10-03 21:57:00,2.0,1.0,2.0,2.0,2.0,3.0,2.0
2019-10-08 22:13:00,2.0,1.0,1.0,1.0,2.0,3.0,2.0
2019-10-08 17:13:59,2.0,1.0,2.0,1.0,2.0,4.0,2.0
2019-10-08 12:55:00,3.0,3.0,2.0,1.0,2.0,3.0,1.0
2019-10-05 17:41:59,2.0,1.0,2.0,2.0,3.0,2.0,2.0
2019-10-07 23:16:00,3.0,2.0,2.0,1.0,1.0,6.0,1.0
2019-10-08 11:34:00,1.0,4.0,4.0,1.0,2.0,3.0,1.0
2019-10-05 20:43:00,2.0,1.0,1.0,1.0,1.0,6.0,2.0
2019-10-09 22:06:59,2.0,2.0,2.0,2.0,3.0,2.0,2.0
2019-10-08 23:36:00,2.0,2.0,2.0,2.0,1.0,6.0,2.0
2019-10-08 16:06:59,2.0,2.0,4.0,2.0,2.0,3.0,2.0
2019-10-06 13:08:00,2.0,1.0,2.0,2.0,1.0,5.0,1.0
2019-10-05 19:10:00,3.0,2.0,4.0,1.0,2.0,4.0,1.0
2019-10-11 18:15:00,2.0,1.0,3.0,2.0,2.0,4.0,2.0
2019-10-07 11:17:00,3.0,2.0,2.0,1.0,1.0,6.0,1.0
2019-10-07 04:37:00,3.0,4.0,3.0,2.0,1.0,5.0,1.0
2019-10-05 17:44:00,1.0,2.0,2.0,2.0,1.0,6.0,1.0
2019-10-04 04:00:00,2.0,1.0,3.0,2.0,2.0,3.0,1.0
2019-10-03 21:16:00,2.0,1.0,2.0,1.0,1.0,5.0,2.0
2019-10-05 23:00:00,2.0,2.0,4.0,1.0,2.0,3.0,2.0
2019-10-04 00:38:00,2.0,2.0,2.0,2.0,2.0,4.0,1.0
2019-10-04 22:49:00,3.0,4.0,4.0,2.0,1.0,6.0,1.0
2019-10-07 20:44:00,2.0,2.0,2.0,2.0,1.0,5.0,1.0
2019-10-09 22:45:00,2.0,3.0,3.0,2.0,3.0,2.0,1.0
2019-10-03 13:32:00,2.0,1.0,2.0,2.0,1.0,6.0,2.0
