,Year,Gas Fuel,Liquid Fuel,Solid Fuel,Cement,Gas Flaring
59,2070,3570.6293233082615,5363.274436090214,8273.762406015041,1273.4819548872183,174.56992481202997
60,2071,3602.7390977443647,5399.699248120291,8352.816541353386,1287.9759398496244,176.3932330827065
61,2072,3634.8488721804533,5436.124060150367,8431.870676691731,1302.4699248120305,178.21654135338304
62,2073,3666.958646616542,5472.548872180443,8510.924812030076,1316.9639097744366,180.03984962406003
63,2074,3699.0684210526306,5508.973684210519,8589.978947368421,1331.4578947368427,181.86315789473656
64,2075,3731.178195488719,5545.398496240596,8669.033082706766,1345.9518796992488,183.6864661654131
65,2076,3763.287969924808,5581.823308270672,8748.087218045112,1360.445864661655,185.50977443609008
66,2077,3795.3977443608965,5618.248120300748,8827.141353383457,1374.939849624061,187.33308270676662
67,2078,3827.507518796985,5654.672932330825,8906.195488721802,1389.4338345864671,189.15639097744315
68,2079,3859.6172932330737,5691.097744360901,8985.249624060147,1403.9278195488732,190.97969924812014
69,2080,3891.727067669177,5727.522556390977,9064.303759398492,1418.4218045112793,192.80300751879668
70,2081,3923.8368421052655,5763.947368421053,9143.357894736837,1432.9157894736854,194.6263157894732
71,2082,3955.946616541354,5800.372180451115,9222.412030075182,1447.4097744360915,196.4496240601502
72,2083,3988.056390977443,5836.796992481191,9301.466165413527,1461.9037593984976,198.27293233082673
73,2084,4020.1661654135314,5873.221804511268,9380.520300751872,1476.3977443609037,200.09624060150327
74,2085,4052.27593984962,5909.646616541344,9459.574436090217,1490.8917293233098,201.91954887218026
75,2086,4084.3857142857087,5946.07142857142,9538.628571428562,1505.385714285716,203.7428571428568
76,2087,4116.495488721797,5982.4962406014965,9617.682706766907,1519.879699248122,205.56616541353333
77,2088,4148.605263157886,6018.921052631573,9696.736842105252,1534.3736842105282,207.38947368421032
78,2089,4180.715037593989,6055.345864661649,9775.790977443598,1548.8676691729343,209.21278195488685
79,2090,4212.824812030078,6091.770676691725,9854.845112781943,1563.3616541353404,211.03609022556384
80,2091,4244.934586466166,6128.195488721802,9933.899248120288,1577.8556390977465,212.85939849624037
81,2092,4277.044360902255,6164.620300751878,10012.953383458633,1592.3496240601526,214.6827067669169
82,2093,4309.154135338344,6201.045112781954,10092.007518796978,1606.8436090225587,216.5060150375939
83,2094,4341.263909774432,6237.4699248120305,10171.061654135323,1621.3375939849648,218.32932330827043
84,2095,4373.373684210521,6273.894736842092,10250.115789473668,1635.8315789473709,220.15263157894697
85,2096,4405.4834586466095,6310.3195488721685,10329.169924812013,1650.325563909777,221.97593984962396
86,2097,4437.593233082698,6346.744360902245,10408.224060150358,1664.819548872183,223.7992481203005
87,2098,4469.703007518787,6383.169172932321,10487.278195488703,1679.3135338345892,225.62255639097702
88,2099,4501.81278195489,6419.593984962397,10566.332330827048,1693.8075187969953,227.445864661654
89,2100,4533.922556390979,6456.018796992474,10645.386466165393,1708.3015037594014,229.26917293233055
90,2101,4566.032330827067,6492.44360902255,10724.440601503738,1722.7954887218075,231.09248120300708
91,2102,4598.142105263156,6528.868421052626,10803.494736842084,1737.2894736842136,232.91578947368407
92,2103,4630.2518796992445,6565.2932330827025,10882.548872180458,1751.7834586466197,234.7390977443606
93,2104,4662.361654135333,6601.718045112779,10961.603007518803,1766.2774436090258,236.56240601503714
94,2105,4694.471428571422,6638.142857142855,11040.657142857148,1780.771428571432,238.38571428571413
95,2106,4726.58120300751,6674.567669172931,11119.711278195493,1795.265413533838,240.20902255639066
96,2107,4758.690977443599,6710.992481203008,11198.765413533838,1809.759398496244,242.0323308270672
97,2108,4790.800751879702,6747.417293233069,11277.819548872183,1824.2533834586502,243.8556390977442
98,2109,4822.910526315791,6783.842105263146,11356.873684210528,1838.7473684210563,245.67894736842072
99,2110,4855.020300751879,6820.266917293222,11435.927819548873,1853.2413533834624,247.50225563909726
100,2111,4887.130075187968,6856.691729323298,11514.981954887218,1867.7353383458649,249.32556390977425
101,2112,4919.239849624057,6893.1165413533745,11594.036090225563,1882.229323308271,251.14887218045078
102,2113,4951.349624060145,6929.541353383451,11673.090225563908,1896.723308270677,252.97218045112731
103,2114,4983.459398496234,6965.966165413527,11752.144360902254,1911.2172932330832,254.7954887218043
104,2115,5015.5691729323225,7002.390977443603,11831.198496240599,1925.7112781954893,256.61879699248084
105,2116,5047.678947368411,7038.81578947368,11910.252631578944,1940.2052631578954,258.4421052631578
106,2117,5079.788721804514,7075.240601503756,11989.306766917289,1954.6992481203015,260.26541353383436
107,2118,5111.898496240603,7111.665413533832,12068.360902255634,1969.1932330827076,262.0887218045109
108,2119,5144.008270676692,7148.0902255639085,12147.415037593979,1983.6872180451137,263.9120300751879
109,2120,5176.11804511278,7184.515037593985,12226.469172932324,1998.1812030075198,265.7353383458644
110,2121,5208.227819548869,7220.939849624061,12305.523308270669,2012.675187969926,267.55864661654095
111,2122,5240.3375939849575,7257.364661654123,12384.577443609014,2027.169172932332,269.38195488721794
112,2123,5272.447368421046,7293.789473684199,12463.63157894736,2041.663157894738,271.2052631578945
113,2124,5304.557142857135,7330.214285714275,12542.685714285704,2056.157142857144,273.028571428571
114,2125,5336.666917293223,7366.639097744352,12621.73984962405,2070.6511278195503,274.851879699248
115,2126,5368.776691729327,7403.063909774428,12700.793984962394,2085.1451127819564,276.67518796992454
116,2127,5400.886466165415,7439.488721804504,12779.84812030074,2099.6390977443625,278.49849624060107
117,2128,5432.996240601504,7475.91353383458,12858.902255639085,2114.1330827067686,280.32180451127806
118,2129,5465.106015037592,7512.338345864657,12937.95639097743,2128.6270676691747,282.1451127819546
119,2130,5497.215789473681,7548.763157894733,13017.010526315775,2143.121052631581,283.96842105263113
120,2131,5529.32556390977,7585.187969924809,13096.06466165412,2157.615037593987,285.7917293233081
121,2132,5561.435338345858,7621.612781954886,13175.118796992465,2172.109022556393,287.61503759398465
122,2133,5593.545112781947,7658.037593984962,13254.17293233081,2186.603007518799,289.4383458646612
123,2134,5625.654887218036,7694.462406015038,13333.227067669155,2201.0969924812052,291.2616541353382
124,2135,5657.764661654139,7730.8872180451,13412.2812030075,2215.5909774436113,293.0849624060147
125,2136,5689.874436090227,7767.312030075176,13491.335338345845,2230.0849624060174,294.90827067669125
126,2137,5721.984210526316,7803.736842105252,13570.38947368419,2244.5789473684235,296.73157894736823
127,2138,5754.093984962405,7840.161654135329,13649.443609022535,2259.0729323308296,298.55488721804477
128,2139,5786.203759398493,7876.586466165405,13728.49774436088,2273.5669172932357,300.3781954887213
129,2140,5818.313533834582,7913.011278195481,13807.551879699255,2288.060902255642,302.2015037593983
130,2141,5850.4233082706705,7949.436090225558,13886.6060150376,2302.554887218048,304.0248120300748
131,2142,5882.533082706759,7985.860902255634,13965.660150375945,2317.048872180454,305.84812030075136
132,2143,5914.642857142848,8022.28571428571,14044.71428571429,2331.54285714286,307.67142857142835
133,2144,5946.752631578951,8058.710526315786,14123.768421052635,2346.0368421052663,309.4947368421049
134,2145,5978.86240601504,8095.135338345863,14202.82255639098,2360.5308270676724,311.3180451127819
135,2146,6010.972180451128,8131.560150375939,14281.876691729325,2375.0248120300785,313.1413533834584
136,2147,6043.081954887217,8167.984962406015,14360.93082706767,2389.5187969924846,314.96466165413494
137,2148,6075.1917293233055,8204.409774436077,14439.984962406015,2404.0127819548907,316.78796992481193
138,2149,6107.301503759394,8240.834586466153,14519.03909774436,2418.5067669172968,318.61127819548847
139,2150,6139.411278195483,8277.25939849623,14598.093233082705,2433.000751879703,320.434586466165
140,2151,6171.521052631571,8313.684210526306,14677.14736842105,2447.494736842109,322.257894736842
141,2152,6203.63082706766,8350.109022556382,14756.201503759396,2461.988721804515,324.0812030075185
142,2153,6235.740601503763,8386.533834586458,14835.25563909774,2476.4827067669175,325.90451127819506
143,2154,6267.850375939852,8422.958646616535,14914.309774436086,2490.9766917293236,327.72781954887205
144,2155,6299.96015037594,8459.383458646611,14993.36390977443,2505.4706766917298,329.5511278195486
145,2156,6332.069924812029,8495.808270676687,15072.418045112776,2519.964661654136,331.3744360902251
146,2157,6364.179699248118,8532.233082706764,15151.472180451121,2534.458646616542,333.1977443609021
147,2158,6396.289473684206,8568.65789473684,15230.526315789466,2548.952631578948,335.02105263157864
148,2159,6428.399248120295,8605.082706766916,15309.580451127811,2563.446616541354,336.8443609022552
149,2160,6460.509022556384,8641.507518796992,15388.634586466156,2577.9406015037603,338.66766917293216
150,2161,6492.618796992472,8677.932330827069,15467.688721804501,2592.4345864661664,340.4909774436087
151,2162,6524.728571428575,8714.35714285713,15546.742857142846,2606.9285714285725,342.31428571428523
152,2163,6556.838345864664,8750.781954887207,15625.796992481191,2621.4225563909786,344.1375939849622
153,2164,6588.948120300753,8787.206766917283,15704.851127819536,2635.9165413533847,345.96090225563876
154,2165,6621.057894736841,8823.63157894736,15783.905263157882,2650.410526315791,347.7842105263153
155,2166,6653.16766917293,8860.056390977436,15862.959398496227,2664.904511278197,349.6075187969923
156,2167,6685.2774436090185,8896.481203007512,15942.013533834572,2679.398496240603,351.4308270676688
157,2168,6717.387218045107,8932.906015037588,16021.067669172917,2693.892481203009,353.25413533834535
158,2169,6749.496992481196,8969.330827067664,16100.121804511262,2708.386466165415,355.07744360902234
159,2170,6781.606766917284,9005.75563909774,16179.175939849607,2722.8804511278213,356.9007518796989
160,2171,6813.716541353388,9042.180451127817,16258.230075187952,2737.3744360902274,358.72406015037586
161,2172,6845.826315789476,9078.605263157893,16337.284210526297,2751.8684210526335,360.5473684210524
162,2173,6877.936090225565,9115.03007518797,16416.338345864642,2766.3624060150396,362.37067669172893
163,2174,6910.0458646616535,9151.454887218046,16495.392481202987,2780.8563909774457,364.1939849624059
164,2175,6942.155639097742,9187.879699248107,16574.446616541332,2795.350375939852,366.01729323308246
165,2176,6974.265413533831,9224.304511278184,16653.500751879707,2809.844360902258,367.840601503759
166,2177,7006.375187969919,9260.72932330826,16732.55488721805,2824.338345864664,369.663909774436
167,2178,7038.484962406008,9297.154135338336,16811.609022556397,2838.83233082707,371.4872180451125
168,2179,7070.594736842097,9333.578947368413,16890.66315789474,2853.326315789476,373.31052631578905
169,2180,7102.7045112782,9370.003759398489,16969.717293233087,2867.8203007518823,375.13383458646604
170,2181,7134.814285714288,9406.428571428565,17048.771428571432,2882.3142857142884,376.95714285714257
171,2182,7166.924060150377,9442.853383458641,17127.825563909777,2896.8082706766945,378.7804511278191
172,2183,7199.033834586466,9479.278195488718,17206.879699248122,2911.3022556391006,380.6037593984961
173,2184,7231.143609022554,9515.703007518794,17285.933834586467,2925.7962406015067,382.42706766917263
174,2185,7263.253383458643,9552.12781954887,17364.987969924812,2940.290225563913,384.25037593984916
175,2186,7295.363157894732,9588.552631578947,17444.042105263157,2954.784210526319,386.07368421052615
176,2187,7327.47293233082,9624.977443609023,17523.096240601502,2969.278195488725,387.8969924812027
177,2188,7359.582706766909,9661.402255639085,17602.150375939847,2983.772180451131,389.7203007518792
178,2189,7391.692481202997,9697.82706766916,17681.204511278193,2998.2661654135372,391.5436090225562
179,2190,7423.802255639101,9734.251879699237,17760.258646616538,3012.7601503759433,393.36691729323275
180,2191,7455.912030075189,9770.676691729313,17839.312781954883,3027.2541353383494,395.1902255639093
181,2192,7488.021804511278,9807.10150375939,17918.366917293228,3041.7481203007555,397.01353383458627
182,2193,7520.1315789473665,9843.526315789466,17997.421052631573,3056.2421052631616,398.8368421052628
183,2194,7552.241353383455,9879.951127819542,18076.475187969918,3070.7360902255678,400.66015037593934
184,2195,7584.351127819544,9916.375939849619,18155.529323308263,3085.23007518797,402.4834586466163
185,2196,7616.460902255632,9952.800751879695,18234.583458646608,3099.7240601503763,404.30676691729286
186,2197,7648.570676691721,9989.225563909771,18313.637593984953,3114.2180451127824,406.13007518796985
187,2198,7680.68045112781,10025.650375939847,18392.6917293233,3128.7120300751885,407.9533834586464
188,2199,7712.790225563913,10062.075187969924,18471.745864661643,3143.2060150375946,409.7766917293229
189,2200,7744.9000000000015,10098.5,18550.79999999999,3157.7000000000007,411.5999999999999
190,2201,7777.00977443609,10134.924812030062,18629.854135338333,3172.193984962407,413.42330827067644
