,Year,Gas Fuel,Liquid Fuel,Solid Fuel,Cement,Gas Flaring
156,2167,1430.7258894890765,2935.8023747552215,3005.3287704926333,307.55401750767123,53.05852531285882
157,2168,1428.2323520223072,2932.9737459307507,2999.1896912922384,306.4284632120907,52.91693330337739
158,2169,1425.7252262605834,2930.12970276289,2993.017157764436,305.2967753155717,52.774569701724886
159,2170,1423.204526415604,2927.270261373138,2986.8112048982875,304.1589602331078,52.63143531489186
160,2171,1420.670266688212,2924.3954378707567,2980.571867656283,303.0150243747994,52.487530949254506
161,2172,1418.1224612684891,2921.5052483526815,2974.2991809742816,301.864974145883,52.34285741057511
162,2173,1415.5611243356689,2918.5997089036537,2967.993179761572,300.70881594670936,52.19741550400249
163,2174,1412.9862700582307,2915.678835596147,2961.6538989008404,299.54655617275785,52.0512060340734
164,2175,1410.3979125938495,2912.742644490412,2955.2813732482027,298.3782012146512,51.904229804711576
165,2176,1407.7960660894314,2909.791151634432,2948.8756376333477,297.20375745813726,51.756487619228665
166,2177,1405.1807446810853,2906.824373064039,2942.436726859334,296.02323128409625,51.60798028032468
167,2178,1402.5519624942026,2903.842324802812,2935.9646757027367,294.8366290685626,51.45870859008937
168,2179,1399.909733643377,2900.8450228621514,2929.4595189136744,293.6439571827068,51.308673349999935
169,2180,1397.2540722324702,2897.832483241218,2922.921291215782,292.4452219928535,51.15787536092466
170,2181,1394.5849923546048,2894.8047219270375,2916.3500273062964,291.240429860467,51.00631542312112
171,2182,1391.9025080921565,2891.7617548944254,2909.745761855971,290.0295871421804,50.85399433623752
172,2183,1389.2066335167838,2888.7035981060617,2903.1085295091325,288.8127001897701,50.70091289931361
173,2184,1386.4973826894202,2885.6302675124316,2896.4383648837393,287.5897753501922,50.54707191077887
174,2185,1383.774769660282,2882.541779051884,2889.73530257144,286.36081896554606,50.39247216845524
175,2186,1381.0388084688893,2879.4381486506027,2882.9993771373993,285.1258373731107,50.23711446955758
176,2187,1378.28951314406,2876.319392222649,2876.2306231205584,283.8848369053376,50.08099961069138
177,2188,1375.5268977039086,2873.185525669993,2869.429075033433,282.63782388983964,49.92412838785731
178,2189,1372.7509761558758,2870.0365648824227,2862.594767362316,281.3848046494204,49.76650159644714
179,2190,1369.9617624967286,2866.872525737621,2855.727734567161,280.1257855020558,49.608120031246926
180,2191,1367.15927071256,2863.693424101235,2848.8280110816704,278.86077276090873,49.448984486437894
181,2192,1364.3435147787968,2860.499275826718,2841.895631313295,277.5897727343254,49.289095755594644
182,2193,1361.514508660206,2857.2900967555033,2834.9306296432624,276.3127917258498,49.12845463168742
183,2194,1358.6722663109103,2854.0659027169313,2827.9330404265493,275.0298360342058,48.96706190708164
184,2195,1355.816801674402,2850.82670952825,2820.9028979919676,273.74091195332585,48.804918373537475
185,2196,1352.9481286835216,2847.572532994658,2813.840236642107,272.446025772344,48.64202482221299
186,2197,1350.0662612604938,2844.3033889093203,2806.7450906534505,271.14518377558124,48.47838204366053
187,2198,1347.1712133169203,2841.019293053323,2799.617494276288,269.8383922425819,48.313990827832185
188,2199,1344.2629987537803,2837.720261195718,2792.457481734775,268.52565744808817,48.14885196407522
189,2200,1341.341631461466,2834.4063090935088,2785.265087226988,267.20698566206556,47.98296624113527
190,2201,1338.4071253197471,2831.077452491736,2778.040344924928,265.8823831496811,47.81633444715635
