elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
455.0,1877-11-01,2020-10-20,-32.783,"FORT BEAUFORT, SF",0.9753,GHCND:SF000782270,METERS,26.633
102.0,1877-12-01,2020-10-20,-32.167,"CRADOCK, SF",0.7145,GHCND:SF000981900,METERS,25.617
1268.0,1878-01-01,2020-10-20,-31.917,"FRASERBURG, SF",0.6998,GHCND:SF001130250,METERS,21.517
1603.0,1879-03-01,2020-10-20,-31.117,"JAMESTOWN, SF",0.8626,GHCND:SF001485170,METERS,26.8
1007.0,1878-01-01,2020-10-20,-29.667,"SPRINGBOK, SF",0.9838,GHCND:SF002146700,METERS,17.9
7.0,1857-03-01,2020-10-20,16.633,"PODOR, SG",0.462,GHCND:SG000061612,METERS,-14.917
5.0,1859-07-16,2020-08-31,65.8269,"HAPARANDA, SW",1.0,GHCND:SW000002196,METERS,24.1439
15.0,1868-01-01,2020-08-31,62.6331,"HARNOSAND, SW",1.0,GHCND:SW000002361,METERS,17.9331
308.0,1879-07-01,2016-11-30,60.6814,"MALUNG, SW",1.0,GHCND:SW000002410,METERS,13.6994
42.0,1859-08-01,2020-10-20,57.66,"VISBY FLYGPLATS, SW",1.0,GHCND:SW000002590,METERS,18.34
93.0,1858-12-01,2020-10-20,58.4,"LINKOEPING MALMSLAETT, SW",0.9981,GHCND:SW000008525,METERS,15.5331
160.0,1860-01-01,2020-08-31,60.6167,"FALUN, SW",0.9974,GHCND:SW000010537,METERS,15.6167
46.0,1860-01-01,2020-10-20,59.35,"KARLSTAD, SW",0.871,GHCND:SW000024180,METERS,13.4667
166.0,1860-01-01,2019-09-16,56.8667,"VAEXJOE, SW",0.9651,GHCND:SWE00100003,METERS,14.8
376.0,1862-04-01,2020-10-20,63.1831,"OESTERSUND FROESOEN, SW",0.9485,GHCND:SWE00100026,METERS,14.4831
5.0,1880-01-01,2020-08-31,55.38,FALSTERBO,0.9996,GHCND:SWE00137494,METERS,12.82
73.0,1863-01-01,2020-08-31,55.7,"LUND, SW",1.0,GHCND:SWE00137568,METERS,13.2
10.0,1878-05-01,2020-08-31,56.33,"KRISTIANSTAD, SW",0.8969,GHCND:SWE00137620,METERS,14.15
50.0,1871-01-01,2020-08-31,56.18,"KARLSHAMN, SW",0.9972,GHCND:SWE00137686,METERS,14.85
2.0,1868-01-01,2020-08-31,56.69,"KALMAR D, SW",0.9792,GHCND:SWE00137832,METERS,16.35
24.0,1871-01-01,2020-08-31,56.67,"HALMSTAD, SW",0.969,GHCND:SWE00137836,METERS,12.92
155.0,1879-03-01,2020-08-31,56.83,"LJUNGBY, SW",0.9708,GHCND:SWE00137876,METERS,13.95
38.0,1879-11-01,2020-08-31,56.92,"HOBURG, SW",1.0,GHCND:SWE00137910,METERS,18.1664
20.0,1879-12-01,2020-07-31,57.11,"VARBERG, SW",0.9897,GHCND:SWE00137974,METERS,12.27
4.0,1879-11-01,2020-08-31,57.37,OLANDS NORRA UDDE,1.0,GHCND:SWE00138058,METERS,17.1
12.0,1880-01-01,2020-08-31,57.63,"VINGA, SW",0.9325,GHCND:SWE00138166,METERS,11.61
98.0,1871-01-01,2020-08-31,57.7667,"JONKOPING, SW",0.5994,GHCND:SWE00138232,METERS,14.1831
50.0,1859-08-01,2020-07-31,58.36,"VANERSBORG, SW",0.9834,GHCND:SWE00138464,METERS,12.36
115.0,1859-08-01,2016-03-01,58.4,"SKARA 1, SW",0.9462,GHCND:SWE00138488,METERS,13.45
18.0,1879-10-31,2020-08-31,58.74,"LANDSORT, SW",1.0,GHCND:SWE00138618,METERS,17.87
12.0,1879-11-01,2020-08-31,59.4442,"SVENSKA HOGARNA, SW",1.0,GHCND:SWE00138962,METERS,19.5056
97.0,1876-01-01,2018-05-01,59.51,"NORA D, SW",0.9997,GHCND:SWE00138978,METERS,15.03
13.0,1863-01-01,2020-08-31,59.86,"UPPSALA AUT, SW",1.0,GHCND:SWE00139148,METERS,17.63
425.0,1879-08-01,2020-08-31,61.71,"SARNA, SW",0.9927,GHCND:SWE00139668,METERS,13.13
70.0,1878-01-01,2020-08-31,61.79,"DELSBO, SW",0.9943,GHCND:SWE00139680,METERS,16.55
432.0,1875-07-01,2020-08-31,62.0192,"SVEG, SW",1.0,GHCND:SWE00139720,METERS,14.1903
9.0,1859-07-07,2020-08-31,65.3197,"PITEA, SW",0.9969,GHCND:SWE00140492,METERS,21.49
254.0,1871-01-01,2018-06-30,66.6297,"JOKKMOKK, SW",0.9903,GHCND:SWE00140746,METERS,19.64
330.0,1878-10-15,2020-08-31,68.4419,"KARESUANDO, SW",0.9986,GHCND:SWM00002080,METERS,22.4503
44.0,1859-01-01,2020-08-31,59.35,"STOCKHOLM, SW",1.0,GHCND:SWM00002485,METERS,18.05
2472.0,1864-01-01,2020-10-20,45.8667,"COL DU GRAND ST BERNARD, IT",0.7081,GHCND:SZ000006717,METERS,7.1667
9.0,1873-07-01,2020-10-20,58.33,"STORNOWAY AIRPORT, UK",0.9988,GHCND:UK000003026,METERS,-6.32
62.0,1838-01-01,2018-12-31,54.35,"ARMAGH, UK",0.982,GHCND:UK000047811,METERS,-6.65
63.0,1814-12-31,2019-04-30,51.7667,"OXFORD, UK",1.0,GHCND:UK000056225,METERS,-1.2667
307.0,1874-12-31,2018-12-31,53.2567,"BUXTON, UK",0.7195,GHCND:UKE00105905,METERS,-1.9131
102.0,1879-12-31,2018-12-31,54.7678,"DURHAM, UK",0.9869,GHCND:UKE00156852,METERS,-1.5842
54.0,1879-02-01,2020-10-20,46.633,"KHERSON, UP",0.8354,GHCND:UPM00033902,METERS,32.567
190.8,1875-08-01,2020-10-22,34.5129,"HOT SPRINGS 1 NNE, AR US",1.0,GHCND:USC00033466,METERS,-93.0487
212.4,1872-02-01,2010-12-31,34.5408,"MOUNT IDA, AR US",1.0,GHCND:USC00034988,METERS,-93.5878
96.0,1871-07-01,2020-10-20,36.2641,"POCAHONTAS 1, AR US",1.0,GHCND:USC00035820,METERS,-90.9682
1444.4,1867-06-01,2020-09-30,41.8715,"FORT BIDWELL, CA US",1.0,GHCND:USC00043157,METERS,-120.1574
112.5,1868-01-01,2016-03-01,41.55,"MIDDLETOWN 4 W, CT US",1.0,GHCND:USC00064767,METERS,-72.71667
121.0,1876-05-01,2020-10-22,32.0306,"AMERICUS, GA US",1.0,GHCND:USC00090253,METERS,-84.2461
445.0,1874-04-01,2020-10-12,34.5069,"DAHLONEGA 4 WSW, GA US",1.0,GHCND:USC00092475,METERS,-84.0207
173.1,1866-02-01,2020-10-22,41.518,"ROCK ISLAND LOCK AND DAM 15, IL US",1.0,GHCND:USC00117391,METERS,-90.5647
307.8,1862-11-01,2010-12-31,42.527,"INDEPENDENCE NUMBER 1, IA US",1.0,GHCND:USC00134049,METERS,-91.878
320.0,1857-04-01,2020-10-19,38.9583,"LAWRENCE, KS US",1.0,GHCND:USC00144559,METERS,-95.2513
519.7,1877-08-01,2020-10-22,44.0138,"PIPESTONE, MN US",1.0,GHCND:USC00216565,METERS,-96.3258
1402.1,1876-11-01,2015-03-01,46.9956,"CASCADE 20 SSE, MT US",1.0,GHCND:USC00241557,METERS,-111.5772
518.2,1878-01-01,2017-04-28,41.1222,"CENTRAL CITY, NE US",1.0,GHCND:USC00251560,METERS,-98.0283
3.0,1873-12-01,2012-10-03,40.4633,"SANDY HOOK, NJ US",1.0,GHCND:USC00287865,METERS,-74.0055
3.0,1872-01-01,2020-10-02,36.0164,"EDENTON, NC US",1.0,GHCND:USC00312635,METERS,-76.5516
29.3,1871-11-01,2020-10-22,35.05909,"FAYETTEVILLE PWC, NC US",1.0,GHCND:USC00313017,METERS,-78.85883
647.7,1872-03-01,2020-10-18,35.18038,"FRANKLIN, NC US",1.0,GHCND:USC00313228,METERS,-83.39294
9.8,1875-03-01,2020-10-21,35.64,"GREENVILLE, NC US",1.0,GHCND:USC00313638,METERS,-77.3984
1173.5,1877-02-01,2020-10-22,35.05646,"HIGHLANDS, NC US",1.0,GHCND:USC00314055,METERS,-83.19822
352.0,1871-11-01,2020-10-22,35.9147,"LENOIR, NC US",1.0,GHCND:USC00314938,METERS,-81.5374
487.7,1872-01-01,2020-10-22,35.0714,"MURPHY 4 ESE, NC US",1.0,GHCND:USC00316001,METERS,-83.9684
10.7,1870-01-01,2020-10-22,35.88413,"TARBORO 1 S, NC US",1.0,GHCND:USC00318500,METERS,-77.53857
182.9,1871-01-01,2010-12-31,41.65,"TOLEDO BLADE, OH US",1.0,GHCND:USC00338366,METERS,-83.53333
131.1,1840-02-01,2020-10-22,40.22571,"CARLISLE WATER PLANT, PA US",1.0,GHCND:USC00361920,METERS,-77.18938
42.7,1849-05-01,2010-12-31,34.24291,"CAMDEN 3 W, SC US",1.0,GHCND:USC00381310,METERS,-80.65652
570.3,1877-03-01,2020-10-21,45.76542,"EUREKA, SD US",1.0,GHCND:USC00392797,METERS,-99.6222
661.1,1877-11-01,2020-10-22,30.82728,"FORT MCKAVETT, TX US",1.0,GHCND:USC00413257,METERS,-100.11023
201.2,1879-05-01,2010-12-31,31.46667,"HEWITT, TX US",1.0,GHCND:USC00414122,METERS,-97.2
62.5,1878-09-01,2020-10-21,30.9152,"JASPER, TX US",1.0,GHCND:USC00414563,METERS,-94.0097
64.0,1856-01-01,2020-09-30,45.6778,"VANCOUVER 4 NNE, WA US",1.0,GHCND:USC00458773,METERS,-122.651
701.0,1851-01-01,2020-10-22,37.8566,"LEWISBURG 3 N, WV US",1.0,GHCND:USC00465224,METERS,-80.4042
219.5,1870-08-01,2020-10-21,39.33898,"ROMNEY 1 SW, WV US",1.0,GHCND:USC00467730,METERS,-78.77106
3.0,1873-12-10,2020-10-19,39.37778,"ATLANTIC CITY MARINA, NJ US",1.0,GHCND:USW00013724,METERS,-74.42361
378.0,1872-05-01,2020-10-21,39.64981,"MORGANTOWN MUNICIPAL AIRPORT, WV US",1.0,GHCND:USW00013736,METERS,-79.9207
682.1,1876-08-01,2020-08-31,35.5954,"ASHEVILLE, NC US",1.0,GHCND:USW00013872,METERS,-82.5568
186.8,1857-09-01,2020-10-20,46.5458,"MARQUETTE, MI US",1.0,GHCND:USW00014838,METERS,-87.3795
22.6,1878-02-01,2020-10-21,36.6636,"SALINAS AIRPORT, CA US",1.0,GHCND:USW00023233,METERS,-121.6081
11.6,1877-07-01,2020-10-19,38.5552,"SACRAMENTO 5 ESE, CA US",1.0,GHCND:USW00023271,METERS,-121.4183
1309.4,1877-07-01,2020-10-21,40.9017,"WINNEMUCCA AIRPORT, NV US",1.0,GHCND:USW00024128,METERS,-117.808
88.4,1876-01-01,2020-10-21,33.6361,"MONTICELLO MUNICIPAL AIRPORT, AR US",1.0,GHCND:USW00053919,METERS,-91.7556
298.7,1872-10-01,2020-10-21,38.0408,"LEXINGTON BLUEGRASS AIRPORT, KY US",1.0,GHCND:USW00093820,METERS,-84.6058
175.3,1875-05-01,2020-10-21,39.45194,"TERRE HAUTE HULMAN REGIONAL AIRPORT, IN US",1.0,GHCND:USW00093823,METERS,-87.30889
42.7,1869-01-01,2020-10-21,40.77898,"NY CITY CENTRAL PARK, NY US",1.0,GHCND:USW00094728,METERS,-73.96925
