Year,DP01,DP10,DP1X,EMXP,PRCP,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,FZF0,FZF5,FZF6,HDSD,HTDD,TAVG,TMAX,TMIN,FZF1,FZF2,FZF7,FZF8,FZF3,FZF9,DSNW,EMSN,SNOW,FZF4,DSND,EMSD,DYFG,DYTS,WDMV,DYHF,EVAP,WDFG,WSFG
1902-01-01T00:00:00,77.23167926388433,51.9392047321722,7.50640814985212,65.95972724285258,763.3857003416298,466.8703789636505,467.57699457784673,13.34125,119.1475,35.16831683168317,149.71881188118812,30.1973597359736,-20.603062500000007,35.07458745874586,-1.1025161290322536,-1.0099422706863315,-3.407296416938109,3301.8774693877567,3303.341503267976,10.542787003610105,16.657940594059397,4.246418749999998,-3.2912292358804014,-5.672175732217551,-5.890681971640775,-8.404711673699031,-8.136052439912628,-10.98694673668413,10.61576354679803,150.935960591133,809.8248772504091,-10.613234142521515,39.59744408945687,255.54313099041534,8.266666666666667,15.31407942238267,37617.0,,,,
1903-01-01T00:00:00,87.1164416203336,60.21826846703733,8.9890389197776,72.27221604447985,897.1277742946695,441.7735252808994,441.7735252808994,12.725891291642315,119.60841613091759,32.91722054380665,150.60906344410876,26.686404833836857,-20.526066627703084,34.95643504531715,-1.10746812386156,-1.1507831325301145,-3.5513812154696054,3156.4355605048236,3156.4355605048236,10.604043109079038,16.693250755287036,4.339023962594978,-3.4639899623588435,-5.853212199870208,-6.045351758793969,-8.36829268292685,-8.183298969072187,-10.759225352112635,11.295379537953796,144.9141914191419,872.6231647634584,-10.43616541353379,37.87164179104477,245.90149253731343,6.943907156673114,14.873720136518772,31342.0,2.0,,,
1904-01-01T00:00:00,79.776509462301,54.38525082607389,7.615800540702914,68.5458395914688,783.986960365404,449.34260752688135,449.34260752688135,16.59887323943662,126.9143661971831,38.64041690793283,155.76201505500867,27.390272148233933,-21.286140845070374,34.99530978575567,-1.192752776154287,-1.1743140688849887,-3.408059701492536,3418.2251388888903,3418.2251388888903,10.248874999999998,16.583752171395464,3.828230985915494,-3.328380836870829,-5.507966857871239,-5.621844059405938,-7.965844155844196,-7.835187760778866,-10.540569877883268,13.071074380165289,141.0909090909091,1000.1601307189543,-10.628582259287281,38.81609195402299,222.76436781609195,6.441237113402062,15.157051282051283,24474.0,,,,
1905-01-01T00:00:00,82.95175820982273,56.472101133391455,7.545480964835804,68.37092414995652,802.0926254108889,511.88102595797307,511.88102595797307,15.604984093319194,122.69883351007424,34.93841961852861,159.94277929155314,30.022888283378748,-23.344697773064674,35.46561307901897,-1.037852794687321,-0.9854575163398618,-3.413913525498892,3331.9509483322427,3331.9509483322427,10.641519721577726,16.820119891008172,4.375318133616124,-3.3984693877550884,-5.846827794561929,-6.030530474040631,-8.659051474840991,-8.099197860962597,-11.239582089552258,11.766457680250785,143.21943573667713,886.7145061728395,-10.652203647416371,40.89473684210526,254.96783625730995,5.671506352087114,15.659763313609467,,,,,
1906-01-01T00:00:00,87.32939669891861,60.72054638588503,8.799089356858282,72.81653386454175,890.3174824191284,526.641903584672,526.641903584672,11.09467149508536,116.45576823590274,31.04962243797195,160.28155339805826,29.41208198489752,-18.93181583031558,35.04692556634303,-1.376650563607068,-1.0004841312533546,-3.2927112092766344,3119.015011820335,3119.015011820335,11.136870317002872,17.1482524271845,4.981013967925509,-3.5700991189427262,-5.772664359861583,-5.799712808730602,-8.61653495440734,-8.017792932424086,-11.38555555555555,11.207692307692307,149.95384615384614,855.7294832826748,-10.462271805273776,37.564516129032256,249.18010752688173,6.969072164948454,15.871559633027523,31954.0,,,,
1907-01-01T00:00:00,80.18916003775111,54.75421329378455,7.613590400431441,67.5617500337063,790.1106714628315,479.3930043722681,479.3930043722681,12.273295158771473,121.61166059344092,29.431147540983606,151.72896174863388,27.788524590163934,-19.653201457574184,34.99327868852458,-0.9995019369120015,-0.9820175438596416,-3.2475270039795303,3187.2515907673073,3187.138639200995,10.786547137073462,16.851748633879804,4.485075481520043,-3.342028985507239,-5.573629081947,-5.586157517899762,-8.043274111675155,-7.738149898717112,-10.696174496644264,11.425373134328359,133.6089552238806,859.3032544378698,-10.187278582930684,35.50387596899225,238.1266149870801,6.752921535893155,15.792134831460674,30441.0,,,,
1908-01-01T00:00:00,78.83324755532682,53.08247555326814,7.539114770972723,70.1683993823985,776.4519289340117,536.283747044918,536.283747044918,10.175976272862085,118.53188334157193,27.217098445595855,166.26891191709845,33.49896373056995,-18.412506178942124,35.729326424870365,-1.1381969775924852,-1.0888024883359138,-3.433619763694939,3068.5070260448188,3068.89527272727,11.368253178551699,17.708476683937793,4.910187839841824,-3.46430502974579,-5.699066511085173,-5.8237354085603155,-8.151260997067505,-7.935196950444772,-10.592161820480362,11.453407510431154,140.0778859527121,908.0041493775933,-10.29285714285707,35.45023696682465,248.6563981042654,7.388083735909823,17.181286549707604,23685.0,5.0,,,
1909-01-01T00:00:00,87.57003915624605,59.750663129973475,8.148162182644942,67.82446633825916,847.2239256965935,496.5730598669627,496.5730598669627,13.837078651685394,121.38810861423221,34.83414872798434,159.39774951076322,32.161937377690805,-20.819288389513076,35.69955968688846,-1.305242528172447,-1.0082023575638424,-3.511963654719832,3119.906964892412,3119.906964892412,10.804911825726135,17.033674168297452,4.448778089887641,-3.5204285002491167,-5.769171384457029,-5.977950310559002,-8.27454642475992,-8.166612554112609,-10.871918964547033,13.759084791386272,159.87752355316286,1077.172642762284,-10.93269896193771,42.20190023752969,244.9334916864608,7.071547420965058,15.82620320855615,29603.0,1.0,,,
1910-01-01T00:00:00,84.08597883597884,57.31830206830207,8.036676286676286,71.50373977873967,838.4261405379806,528.6274581589947,528.6274581589947,12.240849525530953,116.99231812019883,30.744935543278086,169.70303867403314,35.78406998158379,-20.12982376863984,35.98996316758733,-1.1926701570680485,-0.9950307619498242,-3.4778633301251087,3100.416622127202,3100.416622127202,11.308533464566926,17.831602209944727,4.669064618165391,-3.5492789656887056,-5.769206180074587,-5.98382642998029,-8.410984455958607,-7.817633410672898,-11.181291390728527,10.927519818799547,137.70101925254812,856.4983164983165,-10.279808306709207,39.49583333333333,287.83958333333334,6.781789638932496,13.313186813186814,63921.5,,,,
1911-01-01T00:00:00,83.51563585823489,56.21994440583739,7.73442205235117,70.81835765577955,810.0589817262364,593.5360997963343,593.685022924096,12.472649572649573,119.46752136752137,28.839664310954063,163.06051236749116,43.49469964664311,-19.641581196581182,37.432111307420605,-1.2348858038513018,-0.9777084262148777,-3.23138586956521,3079.796286472154,3079.796286472154,11.419455143259727,17.70709805653712,4.905867521367518,-3.5418282548476303,-5.85652811735942,-5.7687558465855835,-8.210830500242917,-8.042803837953144,-10.677380952381009,11.738197424892704,144.62124463519314,912.7807486631016,-10.464525810324144,32.20654396728016,206.98977505112475,7.174358974358975,15.060773480662984,61712.5,3.0,,,
1912-01-01T00:00:00,81.44054644808743,54.725573770491806,7.34,63.745267759562886,775.9186672454954,497.05983763132775,497.05983763132775,18.075339645944833,127.59324825030878,36.20170212765957,151.26723404255318,31.49021276595745,-23.494030465212,35.722638297872315,-1.001393121462761,-0.87872248597323,-3.3196923076922924,3399.481124694377,3399.481124694377,10.31659709618876,16.566587234042498,3.86463565253191,-3.3595281306714946,-5.531351351351352,-5.806342780026998,-8.348096564531213,-7.773695652173968,-11.024003887269274,11.452905811623246,160.58517034068137,928.6033966033966,-10.25355421686744,36.97445972495088,220.49901768172887,7.243464052287582,14.979651162790697,74266.5,,,,
1913-01-01T00:00:00,80.02364654635967,53.73532462144783,7.595623314665008,68.78366521468585,787.5038742916033,550.6607768829942,550.6607768829942,13.452610441767069,116.07791164658634,29.823650597445408,160.05397610218375,40.0922950144211,-19.244297188755045,36.70589204779562,-1.13582089552237,-1.016701992369632,-3.4395389299695296,3202.1949543488718,3201.5811538461553,11.231148262208553,17.64009888751541,4.704931726907645,-3.3198469846984495,-5.531317073170726,-6.086854034451496,-8.701525262154508,-7.781095890411024,-11.406408952187235,11.469835466179159,142.41133455210237,888.3872727272727,-10.425497752087292,29.403314917127073,202.14917127071823,7.873744619799139,13.046575342465754,93879.66666666667,,,,
1914-01-01T00:00:00,77.95065428029167,51.986215163320345,7.451303566077315,64.94163420237759,764.9812015118389,548.0541629364361,548.0541629364361,15.976071015052103,119.89695098417599,34.65560821484992,162.8609794628752,38.82424960505529,-21.27977614820537,36.49178515007907,-1.4771302250803615,-1.0099431818181643,-3.2704242928452367,3099.60129809921,3099.60129809921,10.902033755274259,17.3178672985782,4.392084137398677,-3.5787339677285748,-5.819150779896032,-5.786692844677147,-8.318695452457591,-8.013247470101275,-10.73166098392602,11.725106382978723,139.37106382978723,898.4267569856054,-10.671554683668496,32.575,199.06785714285715,7.486171761280931,13.455525606469003,64256.5,,,,
1915-01-01T00:00:00,83.10317382332711,54.82224624152501,7.034293013658249,64.58954505256959,760.2614958179363,451.62216078264544,451.62216078264544,11.42214790040877,122.63507989594946,31.59247889485802,153.89754412893322,28.129316960859555,-19.813192121887802,34.793284727551715,-1.0872755659640716,-1.0914553257900688,-3.2617765273311727,3238.4374945438685,3238.4374945438685,10.62489562013918,16.88381811204912,4.328075065031592,-3.416552832462817,-5.7016115351993335,-5.59011455239711,-7.966820064427146,-7.932632071061338,-10.645789208270338,11.189034369885434,142.22585924713584,857.7844897959184,-10.3991507430998,37.25182481751825,224.4470802919708,7.288922155688622,13.599022004889976,98273.0,,,,
1916-01-01T00:00:00,89.79594941523249,61.32366644480365,8.559950556242274,69.89367690406006,885.0966987360852,487.72966841186735,487.72966841186735,20.230337078651687,128.76254681647941,41.19846153846154,155.21730769230768,34.975,-22.241760299625422,35.890576923076935,-1.1921660791225792,-1.0049096622152207,-3.3684252597921516,3396.6006869901275,3396.6056701030957,10.058730290456445,16.576561538461508,3.5953520599250908,-3.5367428800641565,-6.00678676162548,-5.822152950955955,-8.393307426597676,-8.358789497107358,-11.280800727934588,15.003881987577639,162.40993788819875,1209.0649651972158,-10.904484732824509,39.28695652173913,245.47826086956522,7.331838565022421,12.620525059665871,74225.0,,,,
1917-01-01T00:00:00,91.87030749830245,63.3626927927054,8.819381123290329,67.78355805606753,907.3568870921191,445.12272533105505,445.12272533105505,22.78158379373849,136.56132596685083,42.19908987485779,148.98407281001138,31.235494880546074,-24.115506445672324,36.43359878649975,-1.241273494438028,-0.94206106870227,-3.308046421663417,3624.617117117109,3624.617117117109,9.396455954323013,15.949711793704937,2.7961841620626116,-3.5962085308056686,-6.06878068739773,-5.7240456513183835,-8.345924132364946,-8.351506151888104,-11.092782644973001,14.85209003215434,164.306270096463,1175.7804295942722,-10.873799910273776,43.6280276816609,249.94809688581316,8.00732064421669,13.789893617021276,65837.0,,20931.0,,
1918-01-01T00:00:00,78.66653585794172,52.829392720494454,6.932306484842539,64.59395663690802,742.247792182474,489.62008830022046,489.62008830022046,18.3252688172043,122.26190476190476,36.61642743221691,156.27631578947367,35.3018341307815,-24.112480798771223,37.13480861244019,-0.993929712460046,-0.9260973663208145,-3.2379100850546605,3487.976046612002,3487.976046612002,10.422500000000019,16.915490430621986,3.906866359447007,-3.172008196721293,-5.56652154984763,-5.619675540765394,-8.106652360515115,-7.900977039570185,-10.832694877505693,12.968388589051658,172.5242868157286,1045.6209800918837,-10.561837455830398,36.7439446366782,275.3702422145329,8.620578778135048,12.411290322580646,56174.4,,22238.3,,
1919-01-01T00:00:00,78.6861928833383,53.06561601744474,7.386163147982952,65.755585290911,763.8911027816118,524.183193647993,524.3914386584289,16.654446177847113,126.16107644305772,36.8483525208416,153.90512107979356,34.94481937276697,-22.27968018720748,36.17844382691531,-1.233903133903111,-1.0351941747572624,-3.32231337161606,3248.9522637362647,3248.9522637362647,10.348119948957892,16.650420801905526,4.118124024961004,-3.6531782301620126,-5.955699481865294,-5.6854262914741724,-8.132835820895634,-8.226512050932312,-10.660603248259932,12.104229607250755,151.43655589123867,933.4293233082707,-10.698691860465212,37.14907872696818,193.2897822445561,8.470059880239521,13.915966386554622,56896.142857142855,,18353.075,,
1920-01-01T00:00:00,83.47283041401273,57.21387340764331,8.086285828025478,67.93964968152892,827.4624050508011,455.459126637555,455.459126637555,14.496484375,125.02265625,36.69197311190194,151.74891261368128,28.038355081059706,-19.720820312500003,35.190510083036784,-1.11711934156377,-0.9593094944512777,-3.3677487352445024,3528.9292574477477,3528.9292574477477,10.196244171259004,16.379248714907067,4.103652343750005,-3.5193396226414886,-5.938858195211788,-5.892686170212762,-8.239402560455279,-8.192736318408011,-10.832825203252066,12.422137404580152,152.98931297709925,968.5576631259484,-10.375549450549457,32.933673469387756,236.66496598639455,8.475862068965517,12.852941176470589,57901.5,,19144.18,,
1921-01-01T00:00:00,84.40396445659603,58.77697490479446,8.820720632750708,72.80706962210743,886.2717186437366,551.5246455379479,551.5246455379479,11.678731343283582,115.5865671641791,30.044798785117692,165.583523158694,38.84244495064541,-17.41417910447761,36.15410022779051,-1.0291964996022083,-1.0364029909484298,-3.2764705882352776,3098.1332484076424,3098.1332484076424,11.293272800645672,17.766211085801075,4.9343805970149175,-3.288640132669965,-5.7837434094903415,-5.683095450490633,-8.222650602409718,-8.333653384541604,-10.80000000000004,11.11039886039886,146.18304843304844,851.0745209368347,-10.839114391143932,26.463455149501662,179.50996677740864,7.864285714285714,15.721448467966574,55992.857142857145,,15713.100000000002,,
