Entity,Code,Year,Coal Consumption - EJ,Gas Consumption - EJ,Geo Biomass Other - TWh,Hydro Generation - TWh,Nuclear Generation - TWh,Solar Generation - TWh,Wind Generation -TWh,Oil Consumption - EJ
Czech Republic,CZE,2017,0.65279078352,0.30149190000000003,4.964567,1.8695,28.3396,2.193368,0.5910380000000001,0.420895390544159
Czech Republic,CZE,2018,0.648715184928,0.2873817,4.827179,1.6288,29.9213,2.339677,0.60933,0.42588598913979797
Czech Republic,CZE,2019,0.604116514713308,0.29969819999999997,4.9248,2.0071,30.2462,2.2819,0.7,0.42900755023113707
Denmark,DNK,1965,0.1548320508,0,0,0.025,0,0,0,0.443251605
Denmark,DNK,1966,0.1754813484,0,0,0.026000000000000002,0,0,0,0.5048557379999999
Denmark,DNK,1967,0.1502391312,0,0,0.025,0,0,0,0.5339392620000001
Denmark,DNK,1968,0.13461399359999998,0,0,0.021,0,0,0,0.580363146
Denmark,DNK,1969,0.1229579424,0,0,0.022000000000000002,0,0,0,0.697775611
Denmark,DNK,1970,0.098347932,0,0,0.024,0,0,0,0.776158509
Denmark,DNK,1971,0.06018525,0,0,0.024,0,0,0,0.7662458240000001
Denmark,DNK,1972,0.0614873448,0,0,0.024,0,0,0,0.810689359
Denmark,DNK,1973,0.0942406812,0,0,0.024,0,0,0,0.74959426
Denmark,DNK,1974,0.0890239284,0,0,0.024,0,0,0,0.67865064
Denmark,DNK,1975,0.0858880152,0,0,0.021,0,0,0,0.670750552
Denmark,DNK,1976,0.1193279868,0,0,0.019,0,0,0,0.713665193
Denmark,DNK,1977,0.1372684248,0,0,0.026000000000000002,0,0,0,0.7127361640000001
Denmark,DNK,1978,0.1512314028,0,0,0.027000000000000003,0,0,0.003,0.711076156
Denmark,DNK,1979,0.18035059679999998,0,0,0.028999999999999998,0,0,0.006,0.6801758840000001
Denmark,DNK,1980,0.25739190359999997,0,0,0.0341,0,0,0.0105,0.58079257
Denmark,DNK,1981,0.20571841800000001,0,0,0.0355,0,0,0.0105,0.547082442
Denmark,DNK,1982,0.2481558228,0,0,0.0303,0,0,0.0185,0.471304441
Denmark,DNK,1983,0.2369896272,0.00052542,0.033,0.0335,0,0,0.0271,0.44586955899999997
Denmark,DNK,1984,0.2497886748,0.00424089,0.033,0.0302,0,0,0.0332,0.44076998799999995
Denmark,DNK,1985,0.3044515356,0.02416932,0.036000000000000004,0.0297,0,0,0.0514,0.45423868799999995
Denmark,DNK,1986,0.3079642608,0.04308444,0.051,0.0286,0,0,0.1256,0.44824032399999997
Denmark,DNK,1987,0.3022953336,0.05468121,0.061,0.0294,0,0,0.1738,0.412865975
Denmark,DNK,1988,0.2828434608,0.06669081,0.08,0.0328,0,0,0.2917,0.41039449100000003
Denmark,DNK,1989,0.232451136,0.07108182,0.126,0.0229,0,0,0.4284,0.39514720799999997
Denmark,DNK,1990,0.2550012408,0.07577307,0.21,0.027999999999999997,0,0,0.6103,0.3870772
Denmark,DNK,1991,0.3458673612,0.08746493231303999,0.355,0.0254,0,0,0.7401,0.392712569
Denmark,DNK,1992,0.28808952120000003,0.09196636045194,0.521,0.0277,0,0,0.9154,0.389209831
Denmark,DNK,1993,0.30219903719999996,0.10334634921558,0.728,0.0275,0,0,1.0342,0.407479973
Denmark,DNK,1994,0.3249752292,0.11548095702939,0.5733997093737,0.0326,0,0,1.137,0.433505112
Denmark,DNK,1995,0.2716563312,0.13371913472094,0.646840455485244,0.0303,0,0,1.1773,0.45136679999999996
Denmark,DNK,1996,0.37340394479999994,0.15751779875820002,0.8321831899572809,0.0193,0,0.000161111111111111,1.2269,0.489847204
Denmark,DNK,1997,0.27758902679999997,0.16458807771,0.975667404162744,0.0192,0,0.000319444444444444,1.9342,0.472605609
Denmark,DNK,1998,0.2359136196,0.17747273589695997,1.0781569760154202,0.0273,0,0.0004,2.8199,0.457199144
Denmark,DNK,1999,0.19819055160000001,0.18609723449307003,1.3189089746079,0.0305,0,0.0008805555555555561,3.029,0.453753144
Denmark,DNK,2000,0.166257828,0.18366966300078,1.29960555966815,0.0302,0,0.0012,4.2412,0.441124849
Denmark,DNK,2001,0.1757367432,0.19193353184870998,1.5115592094010402,0.0276,0,0.0012,4.30601944444444,0.42309316
Denmark,DNK,2002,0.1759460832,0.193744639360224,1.8791215307122902,0.0318,0,0.00128055555555556,4.87693888888889,0.409440625
Denmark,DNK,2003,0.2400585516,0.195873035069675,2.49335153939466,0.0212,0,0.00151944444444444,5.5607833333333305,0.395957929
Denmark,DNK,2004,0.18400986,0.19494105544643103,2.91075474211808,0.0265,0,0.00183888888888889,6.58311111111111,0.38895835700000003
Denmark,DNK,2005,0.1552550935,0.187220096163797,3.1742494654903703,0.0225,0,0.00216111111111111,6.614,0.39265542530251
Denmark,DNK,2006,0.2355902501,0.19073846727977997,3.0699493428291498,0.0234,0,0.00221388888888889,6.10795833333333,0.400008469528524
Denmark,DNK,2007,0.1947899195,0.170962606919737,3.10506380403469,0.0282,0,0.0024944444444444398,7.1712,0.402403433578284
Denmark,DNK,2008,0.17155812393,0.17177795826072,3.1405712692821495,0.0258,0,0.00262222222222222,6.9278,0.39446136601100495
Denmark,DNK,2009,0.16878004643,0.16498052222106,3.3202575919934,0.0189,0,0.00375,6.7205,0.354764317412687
Denmark,DNK,2010,0.16046519714000002,0.18662322698592,4.593930555555559,0.0206416666666667,0,0.00616111111111111,7.80942222222222,0.358232524964562
Denmark,DNK,2011,0.13557779456,0.156505124133208,4.375025,0.0168694444444444,0,0.0151305555555556,9.77418333333333,0.346751618893126
Denmark,DNK,2012,0.10354746161,0.146170411691025,4.446005555555559,0.017475,0,0.10386111111111099,10.2699388888889,0.321600459738065
Denmark,DNK,2013,0.13548532084,0.137872169843441,4.31350277777778,0.0134194444444444,0,0.5175416666666671,11.123275,0.32043620608927104
Denmark,DNK,2014,0.10995850404999999,0.118419776130977,4.301852777777779,0.0151027777777778,0,0.595516666666667,13.0785027777778,0.321986141323231
Denmark,DNK,2015,0.07236272629,0.11913309399857198,4.2005,0.0180305555555556,0,0.6042611111111109,14.133091666666699,0.32555959924371997
Denmark,DNK,2016,0.087676310979,0.12114911752414399,4.912980555555559,0.0192722222222222,0,0.743780555555556,12.7817305555556,0.319961690908919
Denmark,DNK,2017,0.06559080218848,0.11638511148764501,6.36772777777778,0.0178722222222222,0,0.7514861111111109,14.78,0.320422532962294
Denmark,DNK,2018,0.0668012795639181,0.113045656158922,6.04662777777778,0.0148611111111111,0,0.952973,13.898803276629998,0.324118272676154
Denmark,DNK,2019,0.0388582091578055,0.105098207005844,6.447857470052769,0.0169366296235886,0,0.963268233809853,16.149830795138303,0.332870746407091
Eastern Africa,,1965,0.0758912160500776,0,0,6.0475355833140005,0,0,0,0.23540332872425002
Eastern Africa,,1966,0.0883094403000577,0.000033299999999999996,0,7.167577180556001,0,0,0,0.247977144735017
Eastern Africa,,1967,0.0891722785142716,0.000033299999999999996,0,7.010666915489,0,0,0,0.260843241541683
Eastern Africa,,1968,0.0939810132165582,0.000033299999999999996,0,7.197782812210001,0,0,0,0.27168849783093696
