id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1179922379503472640,1179922379503472640,2019-10-03 20:53:11 Eastern Daylight Time,2019-10-03,20:53:11,-0400,1049403240,patriotbluest,🇺🇸Patriot Blues 🇺🇸,,#DemonRats preach and preach about #ClimateChange but yet the cities they run look like this 👇🏼👇🏼  Spreading diseases we haven’t seen in decades!  Shame on these #Hypocrites !  #ClimateChangeHoax   #DemocratsAreDestroyingAmerica  https://t.co/whwGjdkQBv,en,[],[],['https://pbs.twimg.com/media/EF_tJkdWoAwK7Zm.jpg'],34,485,429,"['demonrats', 'climatechange', 'hypocrites', 'climatechangehoax', 'democratsaredestroyingamerica']",[],https://twitter.com/PatriotBluesT/status/1179922379503472640,,,1,https://pbs.twimg.com/media/EF_tJkdWoAwK7Zm.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1179893318534217728,1179893318534217728,2019-10-03 18:57:43 Eastern Daylight Time,2019-10-03,18:57:43,-0400,1049403240,patriotbluest,🇺🇸Patriot Blues 🇺🇸,,The biggest #hoax every played on the world     #ClimateChange = weather   #ClimateCrisis  #ClimateChangeHoax  120 years of climate scares  https://t.co/Vc9U9b1yRi,en,[],['https://www.americanthinker.com/blog/2014/08/120_years_of_climate_scares.html'],[],18,245,243,"['hoax', 'climatechange', 'climatecrisis', 'climatechangehoax']",[],https://twitter.com/PatriotBluesT/status/1179893318534217728,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1179842062985961473,1179842062985961473,2019-10-03 15:34:02 Eastern Daylight Time,2019-10-03,15:34:02,-0400,216327829,gerardbattenuk,Gerard Batten,,Listen to Piers Corbyn on the man made climate change hoax. Would be great to be a fly on the wall when he discusses that with Jeremy.,en,[],[],[],18,224,421,[],[],https://twitter.com/GerardBattenUK/status/1179842062985961473,,https://twitter.com/talkRADIO/status/1171760891743940609,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1179481149627752448,1179481149627752448,2019-10-02 15:39:54 Eastern Daylight Time,2019-10-02,15:39:54,-0400,583456963,latiffani1,🇺🇸 Tiff 🇺🇸,,"“Greta Thunberg doesn’t understand ‘complex and different’ modern world”...  “When someone is using children and teenagers in personal interests, it only deserves to be condemned”  NEVER thought I’d ever agree with Vladimir Putin   #ClimateChangeHoax   RT if you agree",en,[],[],[],35,243,424,['climatechangehoax'],[],https://twitter.com/LATiffani1/status/1179481149627752448,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1178930024201822210,1178930024201822210,2019-10-01 03:09:55 Eastern Daylight Time,2019-10-01,03:09:55,-0400,809974521746911232,coreysdigs,Corey Lynn - Corey's Digs,,"Give this man a round of applause. He did a fantastic job simplifying this. We were just talking about the climate change hoax in our podcast last week. It is one of the biggest slush funds of our time, and it's used for fronts and population control as well.",en,[],[],[],40,988,1407,[],[],https://twitter.com/CoreysDigs/status/1178930024201822210,,https://twitter.com/va_shiva/status/1176506786414825473,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1178398638902349824,1178398638902349824,2019-09-29 15:58:23 Eastern Daylight Time,2019-09-29,15:58:23,-0400,127941629,grrrgraphics,GrrrGraphics Cartoons,,"#CartoonUpdate  The #climateFacade updated with #GretaThunberg featured! ""Save My Childhood...NOW!""  The New Face of #ClimateChangeHoax read the post at  https://t.co/we2EowArPH  https://t.co/d2WagyLnpC",en,[],['https://grrrgraphics.com/climate-facade-updated'],['https://pbs.twimg.com/media/EFqDSZCUYAAZAGP.jpg'],26,393,544,"['cartoonupdate', 'climatefacade', 'gretathunberg', 'climatechangehoax']",[],https://twitter.com/GrrrGraphics/status/1178398638902349824,,,1,https://pbs.twimg.com/media/EFqDSZCUYAAZAGP.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1176506786414825473,1176506786414825473,2019-09-24 10:40:50 Eastern Daylight Time,2019-09-24,10:40:50,-0400,364214133,va_shiva,"Dr.SHIVA Ayyadurai, MIT PhD. Inventor of Email",,An MIT PhD exposes who will profit from the “Climate Change” HOAX &amp; why it was right that @realDonaldTrump pulled out of the pollution-incentivizing Paris Accords.    https://t.co/llU6cwNN8C,en,['realdonaldtrump'],['https://www.pscp.tv/w/cFog8TFQbUVxT2Fhcm9KS298MXlvS01CTVBlTm5HUf51xJ2AYveQImuPUG2WxbAKmMazKhAnAuQNBP0VdKLP?t=1m8s'],[],1451,14389,17833,[],[],https://twitter.com/va_shiva/status/1176506786414825473,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1176492076151623681,1176492076151623681,2019-09-24 09:42:23 Eastern Daylight Time,2019-09-24,09:42:23,-0400,162301746,ladyredwave,🇺🇸Lady De’Plorable🇺🇸,,"THIS  THIS THIS is terrific - to all the children Walking Out &amp; Protesting the #ClimateChangeHoax  Show THIS to your children &amp; grandchildren!   Wake up, Grow Up &amp; Shut up until you’re sure of the facts BEFORE protesting!  https://t.co/AsFTjIwp6I",en,[],['https://twitter.com/RidesSeagull/status/1175098960370946053/video/1'],[],39,364,388,['climatechangehoax'],[],https://twitter.com/LadyRedWave/status/1176492076151623681,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1176491956181987328,1176491956181987328,2019-09-24 09:41:55 Eastern Daylight Time,2019-09-24,09:41:55,-0400,69190453,lvnancy,💄𝕯𝖊𝖒𝖔𝖈𝖗𝖆𝖙𝖘 𝑳𝑰𝑬 💯 ɳαɳ૮ن🇺🇸,,Everyone is mad at Laura Ingraham for comparing #GretaThurnberg to #ChildrenOfTheCorn   #HowDareYou   Maybe if she were wearing a red hat.....#Covington   #GretaThunbergOutdidTrump #ClimateChange #ClimateChangeHoax  https://t.co/dOd1ozkaWt,en,[],[],['https://pbs.twimg.com/media/EFO9MTmU8AA8p8B.jpg'],37,197,273,"['gretathurnberg', 'childrenofthecorn', 'howdareyou', 'covington', 'gretathunbergoutdidtrump', 'climatechange', 'climatechangehoax']",[],https://twitter.com/LVNancy/status/1176491956181987328,,,1,https://pbs.twimg.com/media/EFO9MTmU8AA8p8B.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1176491755463675904,1176491755463675904,2019-09-24 09:41:07 Eastern Daylight Time,2019-09-24,09:41:07,-0400,266237495,smalltownandrew,Andrew,,Greta Thunberg and Her Family's History as Actors  Greta Thunberg is another David Hogg and just a ploy from the left to push their socialist climate change hoax!  Her entire family is filled with actors and so is she!   RT if you agree   Check out 👇👇  https://t.co/h9UH9zgafG,en,[],['https://magamedia.org/2019/09/24/greta-thunberg-and-her-familys-history-as-actors/'],[],94,986,957,[],[],https://twitter.com/smalltownandrew/status/1176491755463675904,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1176376449051181056,1176376449051181056,2019-09-24 02:02:56 Eastern Daylight Time,2019-09-24,02:02:56,-0400,1038748858241581056,origsmartassam,Sam Newman,,"This annoying little brat addressed the UN on the so-called climate crisis. WHO lets this shit have a platform? Mendacious, inbred sycophants, that who. #ClimateChangeHoax  https://t.co/W1fvYdtFSW",en,[],[],[],2870,377,3092,['climatechangehoax'],[],https://twitter.com/Origsmartassam/status/1176376449051181056,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1176375788511227904/pu/img/h8t8vxjfd0_TtKay.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1176333136545943552,1176333136545943552,2019-09-23 23:10:49 Eastern Daylight Time,2019-09-23,23:10:49,-0400,1049403240,patriotbluest,🇺🇸Patriot Blues 🇺🇸,,#DemoRats will stop at nothing to scare and brainwash our youth!  #GretaThurnberg   #GretaOfTheCorn  #ClimateHysteria   #ClimateTantrum   #ClimateChangeHoax   Meme masterpiece by @Real_Patriot911  https://t.co/mvT1vaX2Ac,en,['real_patriot911'],[],['https://pbs.twimg.com/media/EFMsvwgWwAAZ9JO.jpg'],21,169,190,"['demorats', 'gretathurnberg', 'gretaofthecorn', 'climatehysteria', 'climatetantrum', 'climatechangehoax']",[],https://twitter.com/PatriotBluesT/status/1176333136545943552,,,1,https://pbs.twimg.com/media/EFMsvwgWwAAZ9JO.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1176130928869019651,1176130928869019651,2019-09-23 09:47:19 Eastern Daylight Time,2019-09-23,09:47:19,-0400,1045424510353182727,trump_girl_usa,Patriot4Freedom,,"⁦@realDonaldTrump⁩, is said he may attend the VERY REAL crisis of religious freedom meeting!  Still not reported by #MSM, #ChristianPersecution killed 4,300 worldwide last year, 245 million live under HEAVY persecution! Not #ClimateChangeHoax   https://t.co/DquWTksAdC",en,['realdonaldtrump'],['https://abcnews.go.com/amp/Politics/trump-skips-climate-summit-slingshot-global-goals/story?id=65756745'],[],12,183,179,"['msm', 'christianpersecution', 'climatechangehoax']",[],https://twitter.com/Trump_Girl_USA/status/1176130928869019651,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1176088836671229952,1176088836671229952,2019-09-23 07:00:03 Eastern Daylight Time,2019-09-23,07:00:03,-0400,43350851,robertjeffress,Dr. Robert Jeffress,,"What President in history would have the guts to do what President @realDonaldTrump is doing today to skip the UN summit on the climate change hoax and address the real problem of global persecution of believers?  Watch my interview from ""Fox &amp; Friends"" this morning.  https://t.co/4vvruJ9YGO",en,['realdonaldtrump'],[],[],137,507,1711,[],[],https://twitter.com/robertjeffress/status/1176088836671229952,,,1,https://pbs.twimg.com/amplify_video_thumb/1176085653295128576/img/at2rWImK4NusEbNd.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1175887231896215553,1175887231896215553,2019-09-22 17:38:57 Eastern Daylight Time,2019-09-22,17:38:57,-0400,43350851,robertjeffress,Dr. Robert Jeffress,,President @realDonaldTrump will skip the UN summit tomorrow on the climate change hoax and convene his own summit on global religious liberty. I’ll be there and will discuss on “Fox &amp; Friends” tomorrow at 6:20am ET/ 5:20am CT.,en,['realdonaldtrump'],[],[],108,725,3458,[],[],https://twitter.com/robertjeffress/status/1175887231896215553,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1175809861575045120,1175809861575045120,2019-09-22 12:31:31 Eastern Daylight Time,2019-09-22,12:31:31,-0400,162301746,ladyredwave,🇺🇸Lady De’Plorable🇺🇸,,"This pic should make you think LONG &amp; HARD abt WHO you listen to!  People come from other countries, school US on #ClimateChangeHoax &amp; LOOK who they're FOR ~ #Antifa...WTH does THAT tell you? So sick of the duplicity! #KAG2020  https://t.co/Fcd6qTFEKL",en,[],[],['https://pbs.twimg.com/media/EFFQNRQVAAA3ON7.jpg'],30,201,176,"['climatechangehoax', 'antifa', 'kag2020']",[],https://twitter.com/LadyRedWave/status/1175809861575045120,,,1,https://pbs.twimg.com/media/EFFQNRQVAAA3ON7.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1175638942625890305,1175617025298685953,2019-09-22 01:12:20 Eastern Daylight Time,2019-09-22,01:12:20,-0400,991223146815541248,censoredc1,Censored Conservative,,"Obviously I've triggered some libtards who are quick just call my post fake. Congratulations, you've only proved my point. You already know #ClimateChangeHoax is used to push a fake and false libtard narrative. It's used as a power grab by the left. There is no factual evidence.  https://t.co/SJb7Cm4xNP",en,[],[],['https://pbs.twimg.com/media/EFC1YcqU0AAX4SO.jpg'],10,190,186,['climatechangehoax'],[],https://twitter.com/CensoredC1/status/1175638942625890305,,,1,https://pbs.twimg.com/media/EFC1YcqU0AAX4SO.jpg,,,,,,,"{'user_id': '991223146815541248', 'username': 'CensoredC1'}",,,,
1175617025298685953,1175617025298685953,2019-09-21 23:45:15 Eastern Daylight Time,2019-09-21,23:45:15,-0400,991223146815541248,censoredc1,Censored Conservative,,"Pretty sad coming from people who supposedly care about the environment, claiming they won't procreate. Maybe they shouldn't have more hypocritical kids, coming from hypocritical families.  #ClimateChangeHoax  #ClimateAction 🤣😂 Pick up your trash you dirty wannabe hippies.  https://t.co/e0dqyDKJRg",en,[],[],['https://pbs.twimg.com/media/EFChc6CU0AA9b0e.jpg'],42,304,288,"['climatechangehoax', 'climateaction']",[],https://twitter.com/CensoredC1/status/1175617025298685953,,,1,https://pbs.twimg.com/media/EFChc6CU0AA9b0e.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1174673414524690432,1174673414524690432,2019-09-19 09:15:41 Eastern Daylight Time,2019-09-19,09:15:41,-0400,38495835,marklevinshow,Mark R. Levin,,Climate change hoax  https://t.co/CeXH2KtlHP,es,[],['https://www.foxnews.com/media/mark-levin-climate-change-predictions-failed-study'],[],274,2521,7561,[],[],https://twitter.com/marklevinshow/status/1174673414524690432,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1172238484632952832,1172238484632952832,2019-09-12 16:00:08 Eastern Daylight Time,2019-09-12,16:00:08,-0400,53745076,pinkk9lover,wendy,,🤣The  #DemocraticDebate is taking their #ClimateChangeHoax to #Houston tonight- the largest oil exporter in the USA! With that their #GunControlNow B💩. This is #TX morons! #2A  #ThursdayThoughts #Trump2020Landslide  @RealG2daZ @AppSame @Cowboy25259 @SKYRIDER4538 @LoriinUtah  https://t.co/PXX1Gj934K,en,"['appsame', 'cowboy25259', 'skyrider4538', 'loriinutah']",[],['https://pbs.twimg.com/media/EESgr1ZW4AATP1k.jpg'],19,242,234,"['democraticdebate', 'climatechangehoax', 'houston', 'guncontrolnow', 'tx', '2a', 'thursdaythoughts', 'trump2020landslide']",[],https://twitter.com/pinkk9lover/status/1172238484632952832,,,1,https://pbs.twimg.com/media/EESgr1ZW4AATP1k.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
